,match,team,goals,GK_passes_succeed,GK_total passes,GK_passes accuracy,GK_total shots,GK_on-target,GK_fouls committed,GK_fouls suffered,GK_distance,GK_distance in poss,GK_distance not in poss,GK_time on opposite half,GK_time on opposite third,GK_time on opposite pen,GK_sprints,GK_avg max speed,GK_low activity,GK_mid activity,GK_high activity,GK_saves,GK_yellow,GK_red,GK_tackles gaining ball,GK_tackles suffered losing ball,DF_passes_succeed,DF_total passes,DF_passes accuracy,DF_total shots,DF_on-target,DF_fouls committed,DF_fouls suffered,DF_distance,DF_distance in poss,DF_distance not in poss,DF_time on opposite half,DF_time on opposite third,DF_time on opposite pen,DF_sprints,DF_avg max speed,DF_low activity,DF_mid activity,DF_high activity,DF_saves,DF_yellow,DF_red,DF_tackles gaining ball,DF_tackles suffered losing ball,MF_passes_succeed,MF_total passes,MF_passes accuracy,MF_total shots,MF_on-target,MF_fouls committed,MF_fouls suffered,MF_distance,MF_distance in poss,MF_distance not in poss,MF_time on opposite half,MF_time on opposite third,MF_time on opposite pen,MF_sprints,MF_avg max speed,MF_low activity,MF_mid activity,MF_high activity,MF_saves,MF_yellow,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,FW_passes_succeed,FW_total passes,FW_passes accuracy,FW_total shots,FW_on-target,FW_fouls committed,FW_fouls suffered,FW_distance,FW_distance in poss,FW_distance not in poss,FW_time on opposite half,FW_time on opposite third,FW_time on opposite pen,FW_sprints,FW_avg max speed,FW_low activity,FW_mid activity,FW_high activity,FW_saves,FW_yellow,FW_red,FW_tackles gaining ball,FW_tackles suffered losing ball,result
10,6,ALG,0,16.0,32.0,50.0,0.0,0.0,0.0,1.0,2879.0,1205.0,1039.0,0.0,0.0,0.0,13.0,21.63,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,153.0,200.0,76.75,5.0,1.0,6.0,3.0,36987.0,13982.0,15584.0,53.0,4.25,0.75,241.0,21.755,87.5,6.75,5.75,0.0,0.0,0.0,0.0,0.0,169.0,230.0,71.0,4.0,1.0,8.0,4.0,51184.0,20554.0,21455.0,283.0,16.333333333333332,2.0,475.0,21.515,79.83333333333333,10.0,10.166666666666666,0.0,0.0,0.0,0.0,0.0,5.0,17.0,55.666666666666664,2.0,0.0,3.0,2.0,8818.0,3503.0,3808.0,227.0,33.333333333333336,9.666666666666666,126.0,21.093333333333334,80.33333333333333,8.666666666666666,11.0,0.0,0.0,0.0,0.0,0.0,-1
11,6,SVN,1,32.0,38.0,84.0,0.0,0.0,0.0,0.0,3319.0,1305.0,1084.0,0.0,0.0,0.0,6.0,19.8,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,235.0,79.5,0.0,0.0,4.0,6.0,39352.0,15511.0,16729.0,66.0,2.5,0.0,348.0,20.6875,82.75,8.5,8.75,0.0,0.0,0.0,0.0,0.0,150.0,211.0,65.6,7.0,4.0,4.0,5.0,41947.0,17190.0,17276.0,252.0,13.2,0.6,363.0,20.348000000000003,81.0,9.2,9.8,0.0,0.0,0.0,0.0,0.0,30.0,53.0,62.75,0.0,0.0,2.0,5.0,21657.0,9265.0,8424.0,304.0,40.0,4.75,185.0,21.4525,83.75,7.75,8.5,0.0,0.0,0.0,0.0,0.0,1
12,7,AUS,0,23.0,35.0,66.0,0.0,0.0,0.0,0.0,4186.0,1318.0,1769.0,0.0,0.0,0.0,9.0,16.04,97.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,174.0,228.0,74.75,2.0,0.0,5.0,3.0,42327.0,14530.0,19615.0,77.0,6.5,1.0,489.0,23.1625,81.75,8.5,9.75,0.0,0.0,0.0,0.0,0.0,142.0,196.0,71.6,2.0,0.0,7.0,1.0,41853.0,15124.0,19308.0,219.0,10.6,0.6,417.0,21.676,73.8,12.4,13.8,0.0,0.0,0.0,0.0,0.0,45.0,71.0,61.25,6.0,2.0,7.0,3.0,25227.0,9743.0,10873.0,288.0,31.5,5.75,298.0,20.9075,75.25,11.25,13.5,0.0,0.0,0.0,0.0,0.0,-1
13,7,GER,4,24.0,33.0,73.0,0.0,0.0,0.0,1.0,5230.0,2200.0,1705.0,0.0,0.0,0.0,2.0,15.26,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,250.0,282.0,89.25,0.0,0.0,2.0,5.0,38380.0,15514.0,15125.0,50.0,2.0,0.0,273.0,20.669999999999998,85.75,7.5,6.75,0.0,0.0,0.0,0.0,0.0,162.0,225.0,67.4,7.0,4.0,6.0,8.0,45819.0,20401.0,16456.0,261.0,16.0,1.8,520.0,21.248,76.8,10.8,12.4,0.0,0.0,0.0,0.0,0.0,36.0,76.0,40.0,9.0,6.0,2.0,4.0,22748.0,10203.0,7871.0,290.0,28.5,7.5,248.0,23.855,80.25,9.0,10.75,0.0,0.0,0.0,0.0,0.0,1
14,8,GHA,1,18.0,29.0,62.0,0.0,0.0,0.0,0.0,3250.0,1247.0,1245.0,0.0,0.0,0.0,8.0,16.29,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,173.0,72.0,1.0,0.0,3.0,1.0,35818.0,12991.0,17073.0,65.0,3.2,1.0,395.0,22.308,85.0,6.6,8.4,0.0,0.0,0.0,0.0,0.0,117.0,154.0,77.25,5.0,0.0,5.0,2.0,30006.0,11868.0,13233.0,213.0,18.25,2.75,276.0,23.12,83.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,71.0,110.0,46.5,10.0,3.0,7.0,5.0,28618.0,11102.0,12770.0,232.0,21.25,4.75,258.0,20.255,81.5,8.5,10.0,0.0,0.0,0.0,0.0,0.0,1
15,8,SRB,0,29.0,38.0,76.0,0.0,0.0,0.0,0.0,5530.0,2493.0,1809.0,0.0,0.0,0.0,6.0,19.88,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,144.0,192.0,72.2,4.0,0.0,3.0,7.0,32763.0,13677.0,13646.0,76.0,3.8,0.4,256.0,20.668,87.0,6.4,6.6,0.0,0.0,0.0,0.0,0.0,118.0,169.0,68.6,6.0,2.0,4.0,5.0,38576.0,17291.0,14923.0,234.0,15.2,2.2,332.0,21.43,80.6,10.0,9.4,0.0,0.0,0.0,0.0,0.0,34.0,55.0,60.666666666666664,3.0,0.0,3.0,3.0,17281.0,7913.0,6555.0,232.0,35.333333333333336,6.333333333333333,170.0,21.290000000000003,86.33333333333333,6.333333333333333,7.333333333333333,0.0,0.0,0.0,0.0,0.0,-1
16,9,DEN,0,23.0,35.0,66.0,0.0,0.0,0.0,0.0,4045.0,1225.0,1526.0,0.0,0.0,0.0,5.0,16.4,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,166.0,73.0,3.0,1.0,5.0,5.0,37126.0,11835.0,16605.0,64.0,3.5,0.75,268.0,24.45,86.0,7.5,6.5,0.0,1.0,0.0,2.0,0.0,77.0,118.0,54.6,3.0,1.0,14.0,1.0,39717.0,13579.0,17833.0,233.0,14.4,2.0,311.0,21.714,78.6,11.4,10.0,0.0,0.0,0.0,3.0,1.0,32.0,55.0,61.25,4.0,1.0,1.0,3.0,20968.0,7371.0,8396.0,285.0,26.75,4.5,188.0,24.0525,87.0,6.25,6.75,0.0,0.0,0.0,0.0,0.0,-1
17,9,NED,1,29.0,43.0,67.0,0.0,0.0,0.0,0.0,3668.0,1533.0,1052.0,0.0,0.0,0.0,2.0,12.3,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,190.0,219.0,86.5,0.0,0.0,5.0,1.0,36898.0,15151.0,12538.0,63.0,4.0,0.75,287.0,23.79,85.5,7.5,7.0,0.0,0.0,0.0,0.0,1.0,189.0,235.0,78.5,12.0,4.0,3.0,16.0,38277.0,16181.0,13479.0,334.0,13.666666666666666,1.8333333333333333,328.0,22.518333333333334,82.0,9.166666666666666,8.833333333333334,0.0,1.0,0.0,1.0,2.0,52.0,79.0,69.66666666666667,6.0,3.0,5.0,2.0,21019.0,8912.0,6848.0,217.0,35.666666666666664,3.6666666666666665,235.0,22.330000000000002,83.33333333333333,8.333333333333334,8.333333333333334,0.0,1.0,0.0,0.0,2.0,1
18,10,CMR,0,31.0,47.0,66.0,0.0,0.0,0.0,0.0,4579.0,1828.0,1494.0,2.0,1.0,0.0,16.0,19.38,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0,215.0,75.2,1.0,1.0,9.0,6.0,40255.0,15824.0,13719.0,166.0,13.6,1.4,316.0,22.062,83.4,8.4,8.2,0.0,1.0,0.0,0.0,0.0,95.0,122.0,78.0,1.0,1.0,7.0,3.0,25704.0,10426.0,8912.0,139.0,12.666666666666666,1.6666666666666667,182.0,22.073333333333334,82.33333333333333,9.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,57.0,97.0,55.4,9.0,2.0,13.0,9.0,32420.0,13713.0,9771.0,386.0,43.8,10.4,268.0,25.354,84.2,7.8,8.0,0.0,0.0,0.0,0.0,0.0,-1
19,10,JPN,1,14.0,30.0,47.0,0.0,0.0,0.0,0.0,4172.0,1325.0,1484.0,0.0,0.0,0.0,4.0,14.48,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,146.0,59.25,0.0,0.0,7.0,10.0,39371.0,11683.0,16573.0,48.0,2.75,0.0,280.0,26.6125,84.75,7.75,7.5,0.0,0.0,0.0,0.0,0.0,119.0,190.0,52.0,4.0,4.0,12.0,12.0,51862.0,16448.0,22091.0,250.0,15.333333333333334,1.0,500.0,23.91,79.83333333333333,9.333333333333334,10.833333333333334,0.0,1.0,0.0,0.0,0.0,8.0,23.0,38.0,1.0,1.0,1.0,7.0,14535.0,4858.0,6035.0,146.0,23.0,4.333333333333333,187.0,25.666666666666668,75.33333333333333,10.333333333333334,14.333333333333334,0.0,0.0,0.0,0.0,0.0,1
20,11,ITA,1,23.0,26.0,88.0,0.0,0.0,0.0,0.0,4012.0,1371.0,1284.0,0.0,0.0,0.0,4.0,13.465,98.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,178.0,250.0,71.25,1.0,0.0,6.0,5.0,38531.0,14928.0,15454.0,90.0,6.75,1.5,376.0,22.0775,82.5,7.75,9.75,0.0,0.0,0.0,0.0,0.0,186.0,280.0,64.2,7.0,5.0,6.0,6.0,44234.0,18567.0,16504.0,289.0,24.2,4.2,479.0,21.228,76.6,10.6,12.8,0.0,0.0,0.0,0.0,0.0,40.0,55.0,70.0,2.0,0.0,3.0,4.0,20753.0,9122.0,7150.0,249.0,44.0,14.666666666666666,247.0,22.796666666666667,81.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0
21,11,PAR,1,23.0,37.0,62.0,0.0,0.0,0.0,0.0,4446.0,1575.0,1622.0,0.0,0.0,0.0,3.0,23.29,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,116.0,176.0,66.5,2.0,1.0,3.0,4.0,36749.0,12788.0,16062.0,79.0,5.0,0.75,366.0,22.8425,81.5,8.75,9.75,0.0,0.0,0.0,0.0,0.0,130.0,202.0,63.4,4.0,0.0,7.0,5.0,47293.0,16785.0,21106.0,182.0,10.0,0.8,558.0,24.06,78.0,9.8,12.2,0.0,0.0,0.0,0.0,0.0,31.0,60.0,46.0,2.0,0.0,5.0,4.0,20127.0,7891.0,7726.0,284.0,29.25,6.25,213.0,20.8925,83.5,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0
22,12,NZL,1,18.0,35.0,51.0,0.0,0.0,0.0,0.0,4169.0,1704.0,1247.0,0.0,0.0,0.0,14.0,18.01,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,155.0,215.0,70.8,1.0,1.0,4.0,6.0,48302.0,17740.0,19161.0,104.0,5.2,1.2,419.0,24.884,83.2,8.6,8.2,0.0,0.0,0.0,0.0,0.0,73.0,106.0,67.0,0.0,0.0,1.0,4.0,23733.0,8820.0,8962.0,140.0,13.0,0.0,256.0,24.213333333333335,79.0,10.333333333333334,10.666666666666666,0.0,0.0,0.0,0.0,0.0,40.0,65.0,69.5,7.0,1.0,12.0,4.0,31298.0,12247.0,11165.0,310.0,37.0,8.0,267.0,21.945,82.0,8.5,9.5,0.0,0.0,0.0,0.0,0.0,0
23,12,SVK,1,16.0,24.0,67.0,0.0,0.0,0.0,0.0,3911.0,1372.0,1353.0,0.0,0.0,0.0,9.0,14.82,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,217.0,67.0,0.0,0.0,3.0,7.0,39129.0,14048.0,15011.0,61.0,6.0,2.0,232.0,20.745,84.75,8.0,7.25,0.0,0.0,0.0,0.0,0.0,65.0,112.0,44.8,5.0,2.0,5.0,5.0,32863.0,11874.0,12966.0,198.0,10.0,1.0,261.0,21.84,79.8,9.4,10.8,0.0,0.0,0.0,0.0,0.0,22.0,54.0,41.0,8.0,1.0,7.0,5.0,29858.0,10967.0,11040.0,288.0,26.75,7.0,315.0,21.8425,81.5,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0
24,13,CIV,0,13.0,21.0,62.0,0.0,0.0,0.0,0.0,2695.0,1221.0,921.0,0.0,0.0,0.0,2.0,10.45,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,164.0,75.75,1.0,0.0,5.0,4.0,40004.0,16186.0,18050.0,113.0,10.75,1.5,389.0,22.3475,83.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,145.0,176.0,70.75,2.0,0.0,7.0,2.0,31242.0,12851.0,14266.0,139.0,15.25,3.75,276.0,20.5625,80.0,9.5,10.5,0.0,0.0,0.0,0.0,0.0,69.0,97.0,69.6,2.0,1.0,6.0,6.0,31184.0,14098.0,12879.0,313.0,30.0,8.8,369.0,21.413999999999998,80.6,8.6,10.8,0.0,0.0,0.0,0.0,0.0,0
25,13,POR,0,24.0,30.0,80.0,0.0,0.0,0.0,0.0,4469.0,1868.0,1757.0,0.0,0.0,0.0,4.0,16.55,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,209.0,244.0,86.0,0.0,0.0,7.0,2.0,38427.0,15835.0,17431.0,76.0,5.5,1.25,332.0,21.505,83.25,8.75,8.0,0.0,0.0,0.0,0.0,0.0,132.0,169.0,80.0,3.0,0.0,3.0,5.0,34410.0,15062.0,15098.0,225.0,17.2,1.8,295.0,20.772,76.2,11.4,12.4,0.0,0.0,0.0,0.0,0.0,65.0,100.0,65.0,4.0,2.0,3.0,9.0,32457.0,15160.0,12969.0,273.0,31.25,5.75,339.0,21.6575,77.25,10.5,12.25,0.0,0.0,0.0,0.0,0.0,0
26,14,BRA,2,13.0,15.0,87.0,0.0,0.0,0.0,0.0,4400.0,1880.0,1270.0,0.0,0.0,0.0,0.0,16.58,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,339.0,83.2,8.0,3.0,1.0,3.0,39201.0,18324.0,14347.0,192.0,14.4,1.6,357.0,24.66,82.0,8.2,9.8,0.0,0.0,0.0,1.0,2.0,226.0,265.0,86.4,9.0,4.0,2.0,3.0,39191.0,20511.0,12771.0,294.0,25.6,3.8,329.0,25.084,78.4,10.4,11.2,0.0,1.0,0.0,0.0,2.0,70.0,96.0,60.0,9.0,3.0,6.0,3.0,20612.0,11624.0,6381.0,243.0,47.666666666666664,13.666666666666666,210.0,23.113333333333333,81.66666666666667,8.333333333333334,10.0,0.0,0.0,0.0,0.0,2.0,1
27,14,PRK,1,15.0,31.0,48.0,0.0,0.0,0.0,0.0,3015.0,1222.0,1114.0,0.0,0.0,0.0,5.0,21.39,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,146.0,72.8,5.0,1.0,6.0,5.0,47118.0,14594.0,26112.0,54.0,2.6,0.2,375.0,21.574,84.8,7.8,7.4,0.0,0.0,0.0,3.0,0.0,80.0,119.0,65.0,2.0,1.0,1.0,3.0,33594.0,10941.0,18315.0,149.0,15.5,4.25,275.0,22.475,75.0,12.75,12.25,0.0,0.0,0.0,3.0,1.0,40.0,66.0,61.0,4.0,1.0,3.0,1.0,20002.0,7283.0,9742.0,113.0,21.5,3.0,169.0,22.735,81.5,9.0,9.5,0.0,0.0,0.0,0.0,0.0,-1
28,15,CHI,1,25.0,32.0,78.0,0.0,0.0,0.0,0.0,5353.0,2063.0,1529.0,0.0,0.0,0.0,15.0,19.15,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,127.0,165.0,70.2,5.0,2.0,4.0,2.0,30224.0,12604.0,9860.0,92.0,5.8,0.8,290.0,20.018,83.2,7.4,9.4,0.0,0.0,0.0,1.0,0.0,185.0,249.0,74.4,7.0,2.0,12.0,6.0,35295.0,16093.0,11352.0,262.0,21.4,4.0,355.0,21.363999999999997,80.0,8.8,11.2,0.0,2.0,0.0,0.0,3.0,46.0,80.0,56.666666666666664,8.0,1.0,5.0,7.0,15850.0,7284.0,4855.0,207.0,35.0,4.666666666666667,133.0,21.27333333333333,81.66666666666667,7.333333333333333,11.0,0.0,0.0,0.0,0.0,0.0,1
29,15,HON,0,18.0,32.0,56.0,0.0,0.0,0.0,0.0,4378.0,1329.0,1881.0,0.0,0.0,0.0,15.0,21.11,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,140.0,54.75,0.0,0.0,2.0,7.0,36077.0,10703.0,17139.0,46.0,2.75,0.0,293.0,23.83,85.25,7.25,7.5,0.0,0.0,0.0,2.0,1.0,68.0,116.0,61.2,4.0,2.0,6.0,9.0,39406.0,12113.0,18182.0,225.0,11.8,0.4,425.0,23.396,79.8,9.4,10.8,0.0,1.0,0.0,0.0,0.0,37.0,59.0,54.5,3.0,0.0,7.0,4.0,20693.0,6439.0,8666.0,296.0,36.5,5.75,218.0,21.675,82.25,8.5,9.25,0.0,0.0,0.0,1.0,0.0,-1
