,match,team,goals,GK_passes_succeed,GK_total passes,GK_passes accuracy,GK_total shots,GK_on-target,GK_fouls committed,GK_fouls suffered,GK_distance,GK_distance in poss,GK_distance not in poss,GK_time on opposite half,GK_time on opposite third,GK_time on opposite pen,GK_sprints,GK_avg max speed,GK_low activity,GK_mid activity,GK_high activity,GK_saves,GK_yellow,GK_red,GK_tackles gaining ball,GK_tackles suffered losing ball,DF_passes_succeed,DF_total passes,DF_passes accuracy,DF_total shots,DF_on-target,DF_fouls committed,DF_fouls suffered,DF_distance,DF_distance in poss,DF_distance not in poss,DF_time on opposite half,DF_time on opposite third,DF_time on opposite pen,DF_sprints,DF_avg max speed,DF_low activity,DF_mid activity,DF_high activity,DF_saves,DF_yellow,DF_red,DF_tackles gaining ball,DF_tackles suffered losing ball,MF_passes_succeed,MF_total passes,MF_passes accuracy,MF_total shots,MF_on-target,MF_fouls committed,MF_fouls suffered,MF_distance,MF_distance in poss,MF_distance not in poss,MF_time on opposite half,MF_time on opposite third,MF_time on opposite pen,MF_sprints,MF_avg max speed,MF_low activity,MF_mid activity,MF_high activity,MF_saves,MF_yellow,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,FW_passes_succeed,FW_total passes,FW_passes accuracy,FW_total shots,FW_on-target,FW_fouls committed,FW_fouls suffered,FW_distance,FW_distance in poss,FW_distance not in poss,FW_time on opposite half,FW_time on opposite third,FW_time on opposite pen,FW_sprints,FW_avg max speed,FW_low activity,FW_mid activity,FW_high activity,FW_saves,FW_yellow,FW_red,FW_tackles gaining ball,FW_tackles suffered losing ball,result
57,29,TUN,2.0,26.0,33.0,79.0,0.0,0.0,0.0,0.0,3642.0,1163.0,1393.0,0.0,0.0,0.0,1.0,12.49,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,189.0,82.66666666666667,1.0,1.0,4.0,4.0,36736.0,12739.0,15989.0,129.0,5.833333333333333,1.3333333333333333,134.0,29.73,72.33333333333333,25.833333333333332,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,127.0,147.0,85.33333333333333,5.0,2.0,5.0,2.0,8488.0,10065.0,12221.0,138.0,17.666666666666668,2.3333333333333335,82.0,27.106666666666666,63.333333333333336,35.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,81.0,108.0,73.5,9.0,2.0,4.0,5.0,22942.0,11991.0,13553.0,237.0,27.75,5.0,133.0,28.925,67.0,30.5,2.5,0.0,0.0,0.0,0.0,0.0,-1
58,30,ENG,6.0,21.0,23.0,91.0,0.0,0.0,0.0,0.0,5026.0,2077.0,1382.0,0.0,0.0,0.0,2.0,26.82,95.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,366.0,386.0,92.57142857142857,3.0,2.0,4.0,4.0,48496.0,20160.0,17347.0,298.0,20.285714285714285,2.2857142857142856,144.0,28.382857142857144,71.71428571428571,26.714285714285715,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,124.0,133.0,93.66666666666667,4.0,1.0,5.0,3.0,26600.0,11716.0,9665.0,167.0,27.333333333333332,5.666666666666667,73.0,27.39333333333333,66.33333333333333,32.333333333333336,1.3333333333333333,0.0,1.0,0.0,1.0,0.0,46.0,51.0,89.66666666666667,5.0,4.0,5.0,5.0,18437.0,7952.0,6648.0,222.0,45.333333333333336,11.0,57.0,29.639999999999997,71.66666666666667,26.333333333333332,2.0,0.0,0.0,0.0,0.0,1.0,1
59,30,PAN,1.0,6.0,12.0,50.0,0.0,0.0,0.0,0.0,3551.0,1133.0,1476.0,0.0,0.0,0.0,2.0,25.02,97.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,163.0,181.0,90.8,3.0,2.0,4.0,5.0,32630.0,10612.0,15285.0,85.0,5.6,1.6,69.0,26.856,78.8,20.2,1.0,0.0,2.0,0.0,0.0,0.0,168.0,186.0,89.16666666666667,4.0,0.0,8.0,8.0,41614.0,14827.0,18261.0,227.0,13.666666666666666,1.0,99.0,28.493333333333336,68.33333333333333,30.333333333333332,1.3333333333333333,0.0,1.0,0.0,0.0,1.0,15.0,19.0,88.0,1.0,0.0,1.0,1.0,11211.0,3784.0,5140.0,93.0,22.0,5.0,37.0,28.025,68.5,30.0,1.5,0.0,0.0,0.0,0.0,0.0,-1
60,31,COL,3.0,14.0,22.0,64.0,0.0,0.0,0.0,1.0,3463.0,1346.0,1031.0,0.0,0.0,0.0,2.0,22.5,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,160.0,81.0,2.0,1.0,4.0,3.0,10238.0,17093.0,14587.0,85.0,8.75,1.5,153.0,29.4125,69.25,28.75,2.0,0.0,0.0,0.0,0.0,0.0,247.0,302.0,80.14285714285714,9.0,1.0,4.0,9.0,23538.0,22815.0,19374.0,267.0,14.714285714285714,2.142857142857143,165.0,28.49142857142857,64.85714285714286,33.142857142857146,2.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,91.5,2.0,1.0,2.0,2.0,11075.0,4722.0,3638.0,125.0,31.5,8.5,44.0,26.335,62.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,1
61,31,POL,0.0,17.0,25.0,68.0,0.0,0.0,0.0,0.0,3824.0,1124.0,1302.0,1.0,0.0,0.0,1.0,19.51,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,181.0,79.8,0.0,0.0,3.0,2.0,37598.0,12391.0,17163.0,123.0,10.0,2.6,110.0,28.381999999999998,69.0,29.4,1.6,0.0,0.0,0.0,0.0,0.0,136.0,167.0,82.2,3.0,0.0,6.0,4.0,45325.0,15305.0,21110.0,269.0,22.2,4.0,165.0,29.958,67.2,30.6,2.2,0.0,0.0,0.0,0.0,0.0,39.0,51.0,83.0,6.0,2.0,6.0,3.0,19871.0,7028.0,8671.0,216.0,43.333333333333336,11.0,65.0,30.386666666666667,66.66666666666667,30.333333333333332,3.0,0.0,0.0,0.0,0.0,0.0,-1
62,32,JPN,2.0,20.0,29.0,69.0,0.0,0.0,0.0,0.0,3581.0,1421.0,1397.0,0.0,0.0,0.0,0.0,17.75,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,181.0,88.5,0.0,0.0,1.0,1.0,38925.0,15711.0,15735.0,77.0,7.0,1.25,135.0,30.205000000000002,68.5,29.5,2.0,0.0,0.0,0.0,0.0,0.0,172.0,211.0,69.14285714285714,5.0,2.0,7.0,12.0,50292.0,21708.0,19317.0,346.0,19.0,2.2857142857142856,184.0,28.291428571428572,64.57142857142857,32.714285714285715,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,24.0,28.0,81.5,2.0,1.0,0.0,1.0,12290.0,5438.0,4145.0,144.0,33.0,7.5,48.0,27.92,63.5,33.5,3.0,0.0,0.0,0.0,0.0,0.0,0
63,32,SEN,2.0,15.0,26.0,58.0,0.0,0.0,0.0,0.0,4559.0,1524.0,1915.0,4.0,2.0,0.0,0.0,19.04,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,102.0,77.66666666666667,3.0,2.0,4.0,1.0,28142.0,10004.0,13107.0,89.0,12.0,1.6666666666666667,102.0,28.94333333333333,70.0,27.666666666666668,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,111.0,131.0,81.0,4.0,0.0,6.0,1.0,40431.0,14375.0,18725.0,270.0,18.0,4.333333333333333,130.0,27.156666666666666,64.5,33.5,2.0,0.0,0.0,0.0,0.0,0.0,60.0,78.0,59.25,7.0,5.0,4.0,6.0,9317.0,11520.0,12209.0,289.0,36.25,9.0,124.0,28.395,67.25,29.75,3.0,0.0,0.0,0.0,0.0,0.0,0
64,33,RUS,0.0,20.0,24.0,83.0,0.0,0.0,0.0,0.0,3364.0,1032.0,1127.0,0.0,0.0,0.0,2.0,19.66,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,141.0,88.8,0.0,0.0,5.0,4.0,37504.0,11352.0,15540.0,123.0,9.8,1.8,97.0,29.074,69.4,28.8,1.8,0.0,0.0,0.0,0.0,0.0,121.0,148.0,78.16666666666667,2.0,1.0,6.0,8.0,23465.0,13671.0,18726.0,280.0,22.5,4.166666666666667,135.0,28.433333333333334,63.166666666666664,34.5,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,30.0,42.0,72.0,1.0,0.0,7.0,5.0,13747.0,4319.0,5290.0,128.0,35.0,9.0,46.0,29.25,66.0,31.5,2.5,0.0,0.0,0.0,0.0,0.0,-1
65,33,URU,2.0,18.0,27.0,67.0,0.0,0.0,0.0,0.0,3564.0,1191.0,928.0,0.0,0.0,0.0,0.0,12.71,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,163.0,95.0,3.0,1.0,3.0,3.0,26043.0,9103.0,8799.0,64.0,10.0,4.666666666666667,54.0,28.02,75.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,207.0,238.0,84.0,7.0,3.0,12.0,11.0,49369.0,19281.0,16580.0,276.0,19.5,3.6666666666666665,146.0,30.036666666666665,65.5,32.333333333333336,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,51.0,64.0,84.5,7.0,3.0,2.0,3.0,22107.0,8759.0,6516.0,247.0,35.0,9.75,67.0,27.1425,65.5,30.5,4.0,0.0,0.0,0.0,0.0,0.0,1
66,34,EGY,1.0,19.0,26.0,73.0,0.0,0.0,0.0,0.0,3486.0,790.0,1621.0,0.0,0.0,0.0,0.0,14.29,97.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,117.0,136.0,86.5,0.0,0.0,6.0,2.0,37269.0,10252.0,19697.0,52.0,4.25,1.25,91.0,28.45,75.25,23.25,1.5,0.0,2.0,0.0,2.0,1.0,113.0,136.0,79.25,4.0,0.0,6.0,2.0,7886.0,11171.0,19380.0,138.0,13.0,2.5,107.0,28.0,62.5,35.25,2.25,0.0,0.0,0.0,0.0,1.0,44.0,65.0,72.0,4.0,1.0,4.0,3.0,27639.0,8300.0,13491.0,247.0,25.0,6.2,102.0,27.82,66.2,31.0,2.8,0.0,0.0,0.0,1.0,1.0,-1
67,34,KSA,2.0,16.0,17.0,94.0,0.0,0.0,0.0,0.0,2507.0,1063.0,841.0,0.0,0.0,0.0,0.0,12.71,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,211.0,89.75,3.0,0.0,2.0,5.0,37098.0,16276.0,12212.0,147.0,16.25,2.25,130.0,31.445,76.25,21.75,2.0,0.0,0.0,0.0,1.0,0.0,377.0,421.0,89.0,17.0,5.0,3.0,8.0,50897.0,25602.0,14980.0,407.0,39.166666666666664,8.0,152.0,25.38,67.5,30.5,2.0,0.0,0.0,0.0,1.0,3.0,12.0,18.0,37.5,2.0,2.0,2.0,1.0,10877.0,5167.0,3374.0,165.0,55.0,15.5,51.0,28.96,76.0,22.0,2.0,0.0,0.0,0.0,1.0,0.0,1
68,35,IRN,1.0,13.0,27.0,48.0,0.0,0.0,0.0,0.0,4697.0,982.0,1252.0,0.0,0.0,0.0,0.0,17.1,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,82.0,79.4,1.0,0.0,2.0,4.0,38086.0,8904.0,17787.0,93.0,6.0,0.8,119.0,28.764,69.8,28.6,1.6,0.0,0.0,0.0,0.0,0.0,44.0,59.0,74.0,2.0,1.0,6.0,3.0,30325.0,7115.0,15436.0,99.0,9.333333333333334,1.6666666666666667,106.0,28.560000000000002,64.33333333333333,33.333333333333336,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,37.0,58.0,77.0,5.0,1.0,8.0,3.0,32173.0,8247.0,14544.0,277.0,28.4,4.8,174.0,27.634000000000004,67.8,29.6,2.6,0.0,0.0,0.0,0.0,0.0,0
69,35,POR,1.0,18.0,21.0,86.0,0.0,0.0,0.0,1.0,3978.0,1434.0,1069.0,0.0,0.0,0.0,0.0,11.81,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,244.0,88.25,4.0,0.0,4.0,5.0,36652.0,16435.0,10380.0,109.0,9.75,2.25,125.0,29.4125,69.5,29.0,1.5,0.0,0.0,0.0,0.0,0.0,242.0,263.0,85.0,2.0,0.0,2.0,3.0,32692.0,15328.0,8801.0,235.0,22.6,2.6,104.0,27.798000000000002,67.2,30.8,2.0,0.0,0.0,0.0,0.0,0.0,71.0,91.0,58.75,8.0,4.0,5.0,6.0,16350.0,12341.0,6373.0,213.0,30.25,6.75,88.0,27.675,68.0,29.25,2.75,0.0,0.0,0.0,0.0,0.0,0
70,36,ESP,2.0,11.0,13.0,85.0,0.0,0.0,0.0,0.0,2878.0,1254.0,735.0,0.0,0.0,0.0,0.0,11.45,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,318.0,91.5,4.0,1.0,1.0,4.0,38853.0,20681.0,10898.0,193.0,21.25,4.75,147.0,30.6475,70.5,27.25,2.25,0.0,0.0,0.0,0.0,0.0,325.0,357.0,90.6,8.0,2.0,3.0,12.0,41373.0,22900.0,11197.0,322.0,34.2,4.6,121.0,25.294,66.2,32.2,1.6,0.0,0.0,0.0,0.0,0.0,63.0,74.0,85.5,4.0,1.0,1.0,1.0,20363.0,11442.0,5092.0,316.0,51.75,16.25,95.0,27.675,71.75,25.25,3.0,0.0,0.0,0.0,0.0,0.0,0
71,36,MAR,2.0,15.0,23.0,65.0,0.0,0.0,0.0,0.0,3954.0,1064.0,2076.0,0.0,0.0,0.0,2.0,17.5,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,105.0,85.25,0.0,0.0,4.0,1.0,10065.0,9477.0,23103.0,50.0,3.5,0.5,125.0,29.152500000000003,68.25,29.75,2.0,0.0,0.0,0.0,0.0,0.0,91.0,104.0,86.16666666666667,3.0,0.0,12.0,4.0,24284.0,12907.0,31674.0,169.0,9.666666666666666,1.0,204.0,27.936666666666667,63.0,34.666666666666664,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,13.0,15.0,88.0,3.0,3.0,1.0,0.0,12757.0,3100.0,7183.0,136.0,19.333333333333332,6.333333333333333,53.0,28.186666666666667,62.333333333333336,34.333333333333336,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0
72,37,DEN,0.0,12.0,28.0,43.0,0.0,0.0,0.0,0.0,3649.0,1043.0,1748.0,0.0,0.0,0.0,0.0,10.48,96.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,116.0,148.0,78.8,1.0,0.0,3.0,2.0,47135.0,12984.0,26284.0,96.0,5.8,1.0,101.0,30.584000000000003,70.2,28.6,1.2,0.0,1.0,0.0,1.0,0.0,51.0,64.0,53.333333333333336,3.0,1.0,2.0,3.0,22634.0,6691.0,12489.0,82.0,10.333333333333334,1.6666666666666667,59.0,27.22666666666667,54.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,63.0,73.8,1.0,0.0,5.0,5.0,32726.0,9763.0,17594.0,260.0,25.4,4.6,113.0,28.526,61.6,36.2,2.2,0.0,0.0,0.0,0.0,0.0,0
73,37,FRA,0.0,22.0,26.0,85.0,0.0,0.0,0.0,0.0,3060.0,1447.0,978.0,0.0,0.0,0.0,2.0,16.45,96.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,285.0,316.0,89.0,1.0,0.0,4.0,4.0,27583.0,19262.0,12168.0,189.0,14.6,3.4,138.0,30.648000000000003,70.2,27.4,2.4,0.0,0.0,0.0,0.0,0.0,130.0,144.0,90.5,0.0,0.0,1.0,3.0,1460.0,11121.0,7264.0,103.0,16.5,1.5,53.0,32.504999999999995,60.5,38.5,1.0,0.0,0.0,0.0,0.0,1.0,144.0,181.0,76.66666666666667,10.0,4.0,5.0,3.0,31440.0,22865.0,11995.0,446.0,46.833333333333336,7.166666666666667,150.0,28.576666666666664,66.5,30.833333333333332,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0
74,38,AUS,0.0,29.0,30.0,97.0,0.0,0.0,0.0,0.0,4419.0,1778.0,1484.0,0.0,0.0,0.0,2.0,18.9,93.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,238.0,266.0,88.25,3.0,0.0,4.0,3.0,38177.0,15672.0,13960.0,134.0,16.0,3.25,106.0,29.6475,69.5,28.5,2.0,0.0,1.0,0.0,2.0,3.0,165.0,191.0,78.0,7.0,2.0,5.0,2.0,31478.0,13425.0,11617.0,232.0,29.0,5.5,63.0,28.125,63.0,35.25,1.75,0.0,2.0,0.0,0.0,0.0,47.0,67.0,68.4,4.0,0.0,4.0,6.0,30855.0,13594.0,10196.0,377.0,44.2,13.8,125.0,30.556,67.6,29.6,2.8,0.0,1.0,0.0,2.0,5.0,-1
75,38,PER,2.0,20.0,35.0,57.0,0.0,0.0,0.0,1.0,3219.0,964.0,1261.0,0.0,0.0,0.0,1.0,19.04,95.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,154.0,177.0,87.5,0.0,0.0,2.0,4.0,35881.0,11024.0,16899.0,58.0,4.75,1.25,122.0,28.6575,73.5,24.75,1.75,0.0,0.0,0.0,3.0,1.0,120.0,143.0,83.5,1.0,0.0,8.0,6.0,23510.0,11043.0,15442.0,214.0,10.666666666666666,1.1666666666666667,111.0,27.731666666666666,61.333333333333336,36.666666666666664,2.0,0.0,2.0,0.0,3.0,2.0,45.0,62.0,71.66666666666667,3.0,3.0,2.0,2.0,17842.0,9231.0,12091.0,153.0,19.666666666666668,4.0,82.0,28.71666666666667,67.33333333333333,31.0,1.6666666666666667,0.0,0.0,0.0,2.0,1.0,1
76,39,ARG,2.0,15.0,23.0,65.0,0.0,0.0,0.0,0.0,4800.0,1979.0,1197.0,0.0,0.0,0.0,2.0,22.5,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,284.0,86.2,3.0,1.0,6.0,8.0,46830.0,21219.0,13529.0,159.0,11.2,2.8,129.0,29.830000000000002,68.6,30.2,1.2,0.0,0.0,0.0,0.0,0.0,144.0,168.0,81.4,1.0,0.0,6.0,6.0,19803.0,14095.0,8247.0,291.0,28.6,5.4,117.0,28.238,70.0,27.4,2.6,0.0,0.0,0.0,0.0,0.0,71.0,90.0,53.0,4.0,3.0,3.0,4.0,19834.0,9227.0,5045.0,216.0,41.0,7.0,80.0,28.569999999999997,73.0,24.333333333333332,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1
77,39,NGA,1.0,9.0,17.0,53.0,0.0,0.0,0.0,1.0,3149.0,770.0,1493.0,0.0,0.0,0.0,0.0,10.8,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,84.0,78.75,1.0,1.0,4.0,4.0,35744.0,8476.0,18317.0,89.0,7.5,2.25,117.0,29.25,72.0,26.25,1.75,0.0,0.0,0.0,0.0,0.0,80.0,98.0,81.0,4.0,0.0,8.0,6.0,29909.0,7264.0,15406.0,118.0,15.333333333333334,3.0,64.0,29.256666666666664,64.66666666666667,34.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,65.5,4.0,2.0,8.0,4.0,28962.0,7577.0,13830.0,260.0,20.833333333333332,4.666666666666667,118.0,25.703333333333333,70.0,28.166666666666668,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,-1
78,40,CRO,2.0,14.0,23.0,61.0,0.0,0.0,0.0,1.0,4103.0,1651.0,1237.0,0.0,0.0,0.0,1.0,21.17,94.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,158.0,179.0,90.4,1.0,0.0,6.0,0.0,29594.0,15979.0,13283.0,132.0,10.8,4.2,119.0,30.018,73.0,25.0,2.0,0.0,1.0,0.0,2.0,0.0,206.0,223.0,88.8,6.0,1.0,4.0,4.0,29637.0,12688.0,9253.0,217.0,22.2,4.2,67.0,27.677999999999997,66.6,31.2,2.2,0.0,0.0,0.0,4.0,2.0,80.0,99.0,79.66666666666667,6.0,1.0,2.0,5.0,18022.0,12308.0,8181.0,185.0,33.333333333333336,7.666666666666667,105.0,29.673333333333332,67.33333333333333,30.333333333333332,2.3333333333333335,0.0,1.0,0.0,0.0,0.0,1
79,40,ISL,1.0,13.0,23.0,57.0,0.0,0.0,0.0,1.0,5503.0,1414.0,1855.0,0.0,0.0,0.0,0.0,12.1,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,98.0,75.5,3.0,1.0,5.0,0.0,35684.0,10219.0,16043.0,114.0,12.5,6.25,88.0,29.872500000000002,68.75,29.75,1.5,0.0,1.0,0.0,0.0,0.0,132.0,177.0,54.0,13.0,5.0,3.0,8.0,50359.0,14960.0,22392.0,371.0,29.285714285714285,9.0,161.0,27.30857142857143,66.0,31.0,3.0,0.0,1.0,0.0,1.0,5.0,18.0,26.0,73.5,1.0,0.0,2.0,1.0,11778.0,3909.0,4808.0,147.0,44.0,17.0,57.0,31.265,70.0,27.0,3.0,0.0,1.0,0.0,1.0,1.0,-1
80,41,BRA,2.0,12.0,15.0,80.0,0.0,0.0,0.0,0.0,5123.0,2179.0,1613.0,0.0,0.0,0.0,2.0,23.4,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,243.0,84.6,2.0,2.0,4.0,2.0,36326.0,15435.0,14615.0,99.0,5.4,1.2,82.0,22.752000000000002,73.2,25.8,1.0,0.0,0.0,0.0,0.0,0.0,237.0,269.0,89.0,3.0,1.0,2.0,4.0,23256.0,19302.0,16885.0,271.0,17.833333333333332,5.0,165.0,26.105,60.333333333333336,37.333333333333336,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,89.0,103.0,88.0,8.0,3.0,1.0,5.0,9978.0,9025.0,7416.0,135.0,33.5,9.0,84.0,30.38,67.5,29.5,3.0,0.0,0.0,0.0,0.0,0.0,1
81,41,SRB,0.0,14.0,25.0,56.0,0.0,0.0,0.0,0.0,5327.0,1971.0,2031.0,0.0,0.0,0.0,1.0,14.72,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,177.0,86.25,0.0,0.0,6.0,1.0,41112.0,14341.0,19736.0,101.0,8.75,1.5,138.0,28.634999999999998,66.25,31.5,2.25,0.0,0.0,0.0,0.0,0.0,178.0,230.0,75.16666666666667,6.0,0.0,6.0,4.0,56491.0,20162.0,26878.0,319.0,26.0,3.8333333333333335,202.0,28.72,58.833333333333336,38.166666666666664,3.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,40.0,4.0,1.0,1.0,2.0,11238.0,4277.0,5101.0,236.0,50.666666666666664,20.0,37.0,24.060000000000002,55.333333333333336,40.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,-1
82,42,CRC,1.0,16.0,20.0,80.0,0.0,0.0,0.0,0.0,3457.0,1089.0,1616.0,0.0,0.0,0.0,1.0,19.94,96.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,132.0,149.0,89.66666666666667,4.0,3.0,5.0,4.0,37676.0,14607.0,23610.0,182.0,12.833333333333334,6.166666666666667,158.0,28.723333333333333,66.66666666666667,30.5,2.8333333333333335,0.0,2.0,0.0,3.0,0.0,117.0,156.0,74.33333333333333,8.0,2.0,7.0,3.0,13153.0,14643.0,20865.0,358.0,34.5,8.166666666666666,143.0,26.209999999999997,63.666666666666664,33.5,2.8333333333333335,0.0,0.0,0.0,0.0,1.0,19.0,23.0,83.0,2.0,1.0,2.0,2.0,9196.0,3340.0,4164.0,80.0,39.0,8.0,28.0,29.7,70.0,28.0,2.0,0.0,1.0,0.0,0.0,1.0,-1
83,42,SUI,2.0,34.0,43.0,79.0,0.0,0.0,0.0,0.0,5086.0,2322.0,1472.0,0.0,0.0,0.0,2.0,24.66,93.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,228.0,254.0,91.4,2.0,0.0,5.0,6.0,38818.0,16796.0,14342.0,102.0,8.0,1.4,113.0,26.394,71.8,26.8,1.4,0.0,2.0,0.0,1.0,1.0,216.0,241.0,86.4,3.0,1.0,3.0,4.0,39290.0,18701.0,13806.0,209.0,16.0,1.6,131.0,28.218,67.8,30.6,1.6,0.0,1.0,0.0,0.0,2.0,36.0,48.0,74.0,7.0,2.0,1.0,4.0,20018.0,9337.0,6815.0,213.0,35.333333333333336,9.333333333333334,76.0,28.28333333333333,68.0,29.0,3.0,0.0,0.0,0.0,1.0,0.0,1
84,43,GER,0.0,37.0,40.0,92.0,0.0,0.0,0.0,0.0,5688.0,2421.0,1449.0,3.0,1.0,0.0,7.0,21.96,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,284.0,89.25,6.0,1.0,1.0,8.0,31347.0,19921.0,11273.0,172.0,22.25,4.0,144.0,28.91,65.25,32.75,2.0,0.0,0.0,0.0,0.0,0.0,279.0,316.0,86.5,14.0,4.0,4.0,6.0,22779.0,21176.0,11106.0,378.0,36.5,8.333333333333334,140.0,26.423333333333332,64.16666666666667,33.666666666666664,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,63.0,79.0,79.66666666666667,6.0,1.0,2.0,1.0,5479.0,12973.0,6037.0,250.0,57.0,21.666666666666668,84.0,27.433333333333334,71.33333333333333,26.666666666666668,2.0,0.0,0.0,0.0,0.0,0.0,-1
85,43,KOR,2.0,19.0,34.0,56.0,0.0,0.0,0.0,0.0,5047.0,1379.0,2061.0,0.0,0.0,0.0,2.0,16.7,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,92.0,76.0,2.0,1.0,2.0,3.0,55464.0,12579.0,28918.0,118.0,7.833333333333333,1.0,167.0,29.131666666666664,66.83333333333333,31.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,71.0,90.0,78.2,4.0,3.0,12.0,3.0,43907.0,10330.0,22819.0,194.0,16.6,3.6,171.0,28.318,60.0,37.6,2.4,0.0,0.0,0.0,0.0,0.0,18.0,21.0,91.0,5.0,1.0,2.0,0.0,13229.0,3686.0,6210.0,100.0,20.5,3.0,66.0,30.705,65.0,31.5,3.5,0.0,0.0,0.0,0.0,0.0,1
86,44,MEX,0.0,22.0,28.0,79.0,0.0,0.0,1.0,0.0,3325.0,1229.0,1025.0,0.0,0.0,0.0,3.0,19.66,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,254.0,86.5,5.0,1.0,7.0,4.0,37712.0,17542.0,11005.0,140.0,13.75,5.25,83.0,27.134999999999998,68.75,30.25,1.0,0.0,0.0,0.0,0.0,0.0,89.0,106.0,82.5,3.0,1.0,4.0,1.0,25246.0,11603.0,7099.0,218.0,28.25,4.25,75.0,26.38,71.75,26.5,1.75,0.0,0.0,0.0,0.0,0.0,76.0,99.0,81.2,11.0,1.0,2.0,6.0,28510.0,13952.0,7038.0,385.0,49.6,14.4,80.0,26.82,72.4,26.0,1.6,0.0,0.0,0.0,0.0,0.0,-1
87,44,SWE,2.0,5.0,27.0,19.0,0.0,0.0,0.0,0.0,4831.0,1317.0,1890.0,0.0,0.0,0.0,0.0,16.96,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,59.0,76.0,3.0,2.0,6.0,1.0,36159.0,9020.0,17307.0,89.0,9.25,5.25,85.0,26.11,71.5,27.0,1.5,0.0,0.0,0.0,0.0,0.0,58.0,78.0,71.83333333333333,6.0,1.0,3.0,4.0,30990.0,10313.0,20448.0,226.0,15.0,3.8333333333333335,99.0,26.17833333333333,66.33333333333333,32.166666666666664,1.5,0.0,0.0,0.0,0.0,0.0,34.0,48.0,66.66666666666667,4.0,2.0,2.0,7.0,19741.0,5456.0,9304.0,165.0,30.333333333333332,11.0,54.0,27.21666666666667,64.66666666666667,33.666666666666664,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1
