,index,Unnamed: 0,match,team,GK_passes_succeed,GK_total passes,GK_passes accuracy,GK_total shots,GK_on-target,GK_fouls committed,GK_fouls suffered,GK_distance,GK_distance in poss,GK_distance not in poss,GK_time on opposite half,GK_time on opposite third,GK_time on opposite pen,GK_sprints,GK_avg max speed,GK_low activity,GK_mid activity,GK_high activity,GK_saves,GK_yellow,GK_red,GK_tackles gaining ball,GK_tackles suffered losing ball,DF_passes_succeed,DF_total passes,DF_passes accuracy,DF_total shots,DF_on-target,DF_fouls committed,DF_fouls suffered,DF_distance,DF_distance in poss,DF_distance not in poss,DF_time on opposite half,DF_time on opposite third,DF_time on opposite pen,DF_sprints,DF_avg max speed,DF_low activity,DF_mid activity,DF_high activity,DF_saves,DF_yellow,DF_red,DF_tackles gaining ball,DF_tackles suffered losing ball,MF_passes_succeed,MF_total passes,MF_passes accuracy,MF_total shots,MF_on-target,MF_fouls committed,MF_fouls suffered,MF_distance,MF_distance in poss,MF_distance not in poss,MF_time on opposite half,MF_time on opposite third,MF_time on opposite pen,MF_sprints,MF_avg max speed,MF_low activity,MF_mid activity,MF_high activity,MF_saves,MF_yellow,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,FW_passes_succeed,FW_total passes,FW_passes accuracy,FW_total shots,FW_on-target,FW_fouls committed,FW_fouls suffered,FW_distance,FW_distance in poss,FW_distance not in poss,FW_time on opposite half,FW_time on opposite third,FW_time on opposite pen,FW_sprints,FW_avg max speed,FW_low activity,FW_mid activity,FW_high activity,FW_saves,FW_yellow,FW_red,FW_tackles gaining ball,FW_tackles suffered losing ball,result
75,75,75,38,USA,8.0,6.0,9.0,0.0,0.0,0.0,0.0,1425.0,523.0,349.0,0.0,0.0,0.0,0.0,-0.8900000000000006,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.5,0.0,0.0,-1.0,-1.0,1675.0,588.0,1090.0,16.0,-0.75,-0.75,49.0,-1.3299999999999983,-1.5,0.25,1.25,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.6666666666666714,3.0,6.0,-13.0,7.0,-3645.0,-644.0,-2445.0,50.0,5.333333333333329,2.1666666666666665,-41.0,-1.1499999999999986,-1.5,1.833333333333334,-0.33333333333333215,0.0,0.0,0.0,0.0,0.0,-2.0,14.0,-20.33333333333333,0.0,0.0,4.0,6.0,6624.0,3117.0,2205.0,42.0,15.333333333333336,2.333333333333334,63.0,3.0700000000000003,3.0,0.33333333333333304,-3.333333333333334,0.0,0.0,0.0,0.0,0.0,1
76,76,76,39,GER,11.0,-17.0,45.0,0.0,0.0,0.0,0.0,1527.0,844.0,331.0,0.0,0.0,0.0,2.0,-0.3100000000000023,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,76.0,0.5,-2.0,0.0,-1.0,1.0,-2254.0,3576.0,-5938.0,27.0,2.5,0.75,-156.0,2.0749999999999993,0.0,0.75,-0.75,0.0,0.0,0.0,0.0,0.0,92.0,119.0,2.9285714285714306,0.0,1.0,-4.0,2.0,11464.0,10101.0,-289.0,121.0,2.678571428571427,1.1428571428571428,216.0,-0.9285714285714306,1.0,-0.4642857142857135,-0.5357142857142865,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.799999999999997,-2.0,0.0,-1.0,3.0,-7848.0,-373.0,-6324.0,-209.0,11.0,2.6,-1.0,1.7699999999999996,2.9000000000000057,-1.5,-1.4000000000000004,0.0,0.0,0.0,0.0,0.0,1
77,77,77,39,GHA,-11.0,17.0,-45.0,0.0,0.0,0.0,0.0,-1527.0,-844.0,-331.0,0.0,0.0,0.0,-2.0,0.3100000000000023,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-76.0,-0.5,2.0,0.0,1.0,-1.0,2254.0,-3576.0,5938.0,-27.0,-2.5,-0.75,156.0,-2.0749999999999993,0.0,-0.75,0.75,0.0,0.0,0.0,0.0,0.0,-92.0,-119.0,-2.9285714285714306,0.0,-1.0,4.0,-2.0,-11464.0,-10101.0,289.0,-121.0,-2.678571428571427,-1.1428571428571428,-216.0,0.9285714285714306,-1.0,0.4642857142857135,0.5357142857142865,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-15.799999999999997,2.0,0.0,1.0,-3.0,7848.0,373.0,6324.0,209.0,-11.0,-2.6,1.0,-1.7699999999999996,-2.9000000000000057,1.5,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,-1
78,78,78,40,AUS,4.0,25.0,-27.0,0.0,0.0,0.0,0.0,-1535.0,-1080.0,-99.0,0.0,0.0,0.0,4.0,-3.650000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.0,-68.0,-7.950000000000003,-4.0,-1.0,7.0,-5.0,7046.0,-2974.0,7809.0,33.0,2.8,0.10000000000000009,205.0,-2.3945000000000007,-4.950000000000003,1.4000000000000004,3.5500000000000007,0.0,0.0,0.0,0.0,0.0,-97.0,-140.0,6.666666666666671,-9.0,-3.0,4.0,-12.0,-24836.0,-16349.0,-3731.0,-261.0,-13.666666666666666,-2.5,-173.0,-1.4349999999999987,-3.1666666666666714,0.6666666666666661,2.4999999999999982,0.0,0.0,0.0,0.0,0.0,52.0,85.0,16.533333333333346,7.0,5.0,4.0,1.0,23758.0,6746.0,13113.0,51.0,-18.466666666666658,-7.666666666666666,346.0,-0.4646666666666661,-7.466666666666669,2.333333333333334,5.133333333333335,0.0,0.0,0.0,0.0,0.0,1
79,79,79,40,SRB,-4.0,-25.0,27.0,0.0,0.0,0.0,0.0,1535.0,1080.0,99.0,0.0,0.0,0.0,-4.0,3.650000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,68.0,7.950000000000003,4.0,1.0,-7.0,5.0,-7046.0,2974.0,-7809.0,-33.0,-2.8,-0.10000000000000009,-205.0,2.3945000000000007,4.950000000000003,-1.4000000000000004,-3.5500000000000007,0.0,0.0,0.0,0.0,0.0,97.0,140.0,-6.666666666666671,9.0,3.0,-4.0,12.0,24836.0,16349.0,3731.0,261.0,13.666666666666666,2.5,173.0,1.4349999999999987,3.1666666666666714,-0.6666666666666661,-2.4999999999999982,0.0,0.0,0.0,0.0,0.0,-52.0,-85.0,-16.533333333333346,-7.0,-5.0,-4.0,-1.0,-23758.0,-6746.0,-13113.0,-51.0,18.466666666666658,7.666666666666666,-346.0,0.4646666666666661,7.466666666666669,-2.333333333333334,-5.133333333333335,0.0,0.0,0.0,0.0,0.0,-1
80,80,80,41,ITA,6.0,-9.0,37.0,0.0,0.0,0.0,-1.0,-619.0,-16.0,-306.0,0.0,0.0,0.0,-1.0,-4.860000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,16.0,-1.0,1.0,0.0,2.0,104.0,2274.0,-1183.0,45.0,3.0,-0.6000000000000001,98.0,1.663999999999998,-2.3999999999999915,0.39999999999999947,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,19.4,-2.0,-2.0,-4.0,1.0,-6856.0,-402.0,-4309.0,8.0,0.7999999999999989,0.0,-112.0,-0.9279999999999973,-0.4000000000000057,0.5999999999999996,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,14.0,19.0,-9.666666666666671,7.0,3.0,1.0,2.0,5202.0,3427.0,25.0,90.0,17.333333333333332,4.999999999999999,25.0,2.3100000000000023,-3.333333333333343,2.0,1.333333333333334,0.0,0.0,0.0,0.0,0.0,-1
81,81,81,41,SVK,-6.0,9.0,-37.0,0.0,0.0,0.0,1.0,619.0,16.0,306.0,0.0,0.0,0.0,1.0,4.860000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-50.0,-16.0,1.0,-1.0,0.0,-2.0,-104.0,-2274.0,1183.0,-45.0,-3.0,0.6000000000000001,-98.0,-1.663999999999998,2.3999999999999915,-0.39999999999999947,-2.0,0.0,0.0,0.0,0.0,0.0,-15.0,-5.0,-19.4,2.0,2.0,4.0,-1.0,6856.0,402.0,4309.0,-8.0,-0.7999999999999989,0.0,112.0,0.9279999999999973,0.4000000000000057,-0.5999999999999996,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,-14.0,-19.0,9.666666666666671,-7.0,-3.0,-1.0,-2.0,-5202.0,-3427.0,-25.0,-90.0,-17.333333333333332,-4.999999999999999,-25.0,-2.3100000000000023,3.333333333333343,-2.0,-1.333333333333334,0.0,0.0,0.0,0.0,0.0,1
82,82,82,42,NZL,0.0,23.0,-50.0,0.0,0.0,0.0,0.0,114.0,-109.0,92.0,0.0,0.0,0.0,1.0,1.1899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.0,-149.0,-18.799999999999997,-4.0,0.0,7.0,-1.0,5305.0,-3019.0,8760.0,-23.0,-2.85,-0.25,17.0,-2.7829999999999977,3.0999999999999943,-1.4500000000000002,-1.6500000000000004,0.0,0.0,0.0,0.0,0.0,-56.0,-60.0,-6.833333333333329,-3.0,-1.0,-4.0,-4.0,-11583.0,-7787.0,-1000.0,-102.0,-10.166666666666666,-1.0,-105.0,3.509999999999998,1.5,-1.833333333333334,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,-18.0,-32.0,5.200000000000003,-6.0,-4.0,3.0,-1.0,1109.0,-3717.0,4421.0,-78.0,-15.599999999999998,-0.7999999999999998,-7.0,-2.405999999999999,-4.200000000000003,2.4000000000000004,1.8000000000000007,0.0,0.0,0.0,0.0,0.0,0
83,83,83,42,PAR,0.0,-23.0,50.0,0.0,0.0,0.0,0.0,-114.0,109.0,-92.0,0.0,0.0,0.0,-1.0,-1.1899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,149.0,18.799999999999997,4.0,0.0,-7.0,1.0,-5305.0,3019.0,-8760.0,23.0,2.85,0.25,-17.0,2.7829999999999977,-3.0999999999999943,1.4500000000000002,1.6500000000000004,0.0,0.0,0.0,0.0,0.0,56.0,60.0,6.833333333333329,3.0,1.0,4.0,4.0,11583.0,7787.0,1000.0,102.0,10.166666666666666,1.0,105.0,-3.509999999999998,-1.5,1.833333333333334,-0.3333333333333339,0.0,0.0,0.0,0.0,0.0,18.0,32.0,-5.200000000000003,6.0,4.0,-3.0,1.0,-1109.0,3717.0,-4421.0,78.0,15.599999999999998,0.7999999999999998,7.0,2.405999999999999,4.200000000000003,-2.4000000000000004,-1.8000000000000007,0.0,0.0,0.0,0.0,0.0,0
84,84,84,43,DEN,11.0,1.0,34.0,0.0,0.0,0.0,-1.0,-118.0,187.0,-90.0,0.0,0.0,0.0,6.0,4.66,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,124.0,123.0,36.75,1.0,-1.0,5.0,-4.0,-5312.0,1889.0,-5183.0,55.0,5.35,1.4,-32.0,2.2570000000000014,-0.9000000000000057,1.0,-0.09999999999999964,0.0,0.0,0.0,0.0,0.0,48.0,43.0,4.033333333333331,-1.0,-2.0,0.0,-9.0,-18581.0,-1012.0,-12557.0,-1.0,0.5333333333333314,0.9333333333333333,-300.0,-0.08266666666666467,-2.0999999999999943,1.9333333333333336,0.16666666666666607,0.0,0.0,0.0,0.0,0.0,61.0,77.0,26.25,4.0,0.0,8.0,1.0,18625.0,9626.0,3775.0,228.0,21.75,7.0,85.0,-0.22500000000000142,10.25,-3.5,-6.75,0.0,0.0,0.0,0.0,0.0,-1
85,85,85,43,JPN,-11.0,-1.0,-34.0,0.0,0.0,0.0,1.0,118.0,-187.0,90.0,0.0,0.0,0.0,-6.0,-4.66,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-124.0,-123.0,-36.75,-1.0,1.0,-5.0,4.0,5312.0,-1889.0,5183.0,-55.0,-5.35,-1.4,32.0,-2.2570000000000014,0.9000000000000057,-1.0,0.09999999999999964,0.0,0.0,0.0,0.0,0.0,-48.0,-43.0,-4.033333333333331,1.0,2.0,0.0,9.0,18581.0,1012.0,12557.0,1.0,-0.5333333333333314,-0.9333333333333333,300.0,0.08266666666666467,2.0999999999999943,-1.9333333333333336,-0.16666666666666607,0.0,0.0,0.0,0.0,0.0,-61.0,-77.0,-26.25,-4.0,0.0,-8.0,-1.0,-18625.0,-9626.0,-3775.0,-228.0,-21.75,-7.0,-85.0,0.22500000000000142,-10.25,3.5,6.75,0.0,0.0,0.0,0.0,0.0,1
86,86,86,44,CMR,11.0,19.0,-1.0,0.0,0.0,0.0,0.0,368.0,141.0,182.0,0.0,0.0,0.0,8.0,0.28000000000000114,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,104.0,126.0,8.035714285714292,6.0,1.0,5.0,2.0,16466.0,9353.0,4834.0,155.0,5.464285714285714,0.6428571428571428,265.0,-0.3478571428571442,-0.7857142857142918,0.0,0.7857142857142865,0.0,1.0,0.0,-1.0,0.0,-43.0,-73.0,5.75,-2.0,-2.0,-1.0,-4.0,-18368.0,-5111.0,-9632.0,-56.0,10.0,1.75,-188.0,-1.447499999999998,-1.75,0.75,1.0,0.0,-1.0,0.0,0.0,0.0,-10.0,-19.0,-1.9500000000000028,-4.0,-4.0,-1.0,-2.0,-477.0,917.0,-1267.0,-8.0,16.2,2.95,-64.0,-1.831500000000002,1.25,0.3000000000000007,-1.5500000000000007,0.0,-1.0,0.0,0.0,1.0,-1
87,87,87,44,NED,-11.0,-19.0,1.0,0.0,0.0,0.0,0.0,-368.0,-141.0,-182.0,0.0,0.0,0.0,-8.0,-0.28000000000000114,1.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-104.0,-126.0,-8.035714285714292,-6.0,-1.0,-5.0,-2.0,-16466.0,-9353.0,-4834.0,-155.0,-5.464285714285714,-0.6428571428571428,-265.0,0.3478571428571442,0.7857142857142918,0.0,-0.7857142857142865,0.0,-1.0,0.0,1.0,0.0,43.0,73.0,-5.75,2.0,2.0,1.0,4.0,18368.0,5111.0,9632.0,56.0,-10.0,-1.75,188.0,1.447499999999998,1.75,-0.75,-1.0,0.0,1.0,0.0,0.0,0.0,10.0,19.0,1.9500000000000028,4.0,4.0,1.0,2.0,477.0,-917.0,1267.0,8.0,-16.2,-2.95,64.0,1.831500000000002,-1.25,-0.3000000000000007,1.5500000000000007,0.0,1.0,0.0,0.0,-1.0,1
88,88,88,45,BRA,1.0,-3.0,13.0,0.0,0.0,0.0,0.0,-894.0,66.0,-960.0,0.0,0.0,0.0,-2.0,4.02,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,161.0,175.0,12.799999999999997,9.0,2.0,6.0,2.0,2464.0,9199.0,-7674.0,104.0,5.6000000000000005,-0.7999999999999999,103.0,1.9780000000000015,0.6000000000000085,-0.39999999999999947,-0.20000000000000107,0.0,0.0,0.0,0.0,0.0,163.0,161.0,13.800000000000011,0.0,1.0,1.0,-4.0,-1579.0,7062.0,-8595.0,171.0,12.399999999999999,0.6,-102.0,-1.5079999999999991,0.5999999999999943,-0.1999999999999993,-0.40000000000000036,0.0,0.0,0.0,0.0,0.0,-4.0,-19.0,13.666666666666671,-3.0,-1.0,0.0,-4.0,-6354.0,1524.0,-6946.0,105.0,39.33333333333333,6.333333333333333,-154.0,-4.019999999999996,4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0
89,89,89,45,POR,-1.0,3.0,-13.0,0.0,0.0,0.0,0.0,894.0,-66.0,960.0,0.0,0.0,0.0,2.0,-4.02,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-161.0,-175.0,-12.799999999999997,-9.0,-2.0,-6.0,-2.0,-2464.0,-9199.0,7674.0,-104.0,-5.6000000000000005,0.7999999999999999,-103.0,-1.9780000000000015,-0.6000000000000085,0.39999999999999947,0.20000000000000107,0.0,0.0,0.0,0.0,0.0,-163.0,-161.0,-13.800000000000011,0.0,-1.0,-1.0,4.0,1579.0,-7062.0,8595.0,-171.0,-12.399999999999999,-0.6,102.0,1.5079999999999991,-0.5999999999999943,0.1999999999999993,0.40000000000000036,0.0,0.0,0.0,0.0,0.0,4.0,19.0,-13.666666666666671,3.0,1.0,0.0,4.0,6354.0,-1524.0,6946.0,-105.0,-39.33333333333333,-6.333333333333333,154.0,4.019999999999996,-4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0
90,90,90,46,CIV,-2.0,-10.0,17.0,0.0,0.0,0.0,0.0,-232.0,110.0,-289.0,0.0,0.0,0.0,5.0,5.600000000000001,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,63.0,38.0,20.06666666666667,5.0,2.0,-1.0,0.0,-16812.0,600.0,-15147.0,88.0,12.4,1.6666666666666667,-92.0,-0.4046666666666674,-2.3333333333333286,0.9333333333333336,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,136.0,150.0,15.333333333333343,7.0,5.0,6.0,-1.0,8225.0,9775.0,-3138.0,127.0,12.416666666666668,2.0,-45.0,-0.7083333333333321,4.916666666666671,-1.083333333333334,-3.833333333333334,0.0,0.0,0.0,0.0,-1.0,31.0,30.0,8.500000000000014,9.0,4.0,-2.0,-2.0,9388.0,8548.0,-886.0,351.0,38.66666666666667,15.000000000000002,110.0,0.9749999999999943,1.5,-0.833333333333333,-0.6666666666666661,0.0,0.0,0.0,1.0,0.0,1
91,91,91,46,PRK,2.0,10.0,-17.0,0.0,0.0,0.0,0.0,232.0,-110.0,289.0,0.0,0.0,0.0,-5.0,-5.600000000000001,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-63.0,-38.0,-20.06666666666667,-5.0,-2.0,1.0,0.0,16812.0,-600.0,15147.0,-88.0,-12.4,-1.6666666666666667,92.0,0.4046666666666674,2.3333333333333286,-0.9333333333333336,-1.4000000000000004,0.0,0.0,0.0,0.0,0.0,-136.0,-150.0,-15.333333333333343,-7.0,-5.0,-6.0,1.0,-8225.0,-9775.0,3138.0,-127.0,-12.416666666666668,-2.0,45.0,0.7083333333333321,-4.916666666666671,1.083333333333334,3.833333333333334,0.0,0.0,0.0,0.0,1.0,-31.0,-30.0,-8.500000000000014,-9.0,-4.0,2.0,2.0,-9388.0,-8548.0,886.0,-351.0,-38.66666666666667,-15.000000000000002,-110.0,-0.9749999999999943,-1.5,0.833333333333333,0.6666666666666661,0.0,0.0,0.0,-1.0,0.0,-1
92,92,92,47,CHI,6.0,22.0,-36.0,0.0,0.0,0.0,0.0,1946.0,820.0,749.0,0.0,0.0,0.0,5.0,-5.400000000000002,-2.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-109.0,-113.0,-7.0,-1.0,0.0,1.0,-1.0,2548.0,-2711.0,5870.0,-42.0,-2.0,-0.5,85.0,-0.8924999999999983,-3.25,1.5,1.75,0.0,2.0,0.0,7.0,-2.0,-249.0,-275.0,-16.75,0.0,1.0,10.0,-7.0,-23721.0,-14125.0,-5470.0,-168.0,2.5,1.4166666666666667,-128.0,0.06333333333333613,0.6666666666666714,-1.0,0.3333333333333339,0.0,2.0,1.0,-5.0,-1.0,27.0,38.0,5.200000000000003,1.0,0.0,-3.0,1.0,15863.0,3504.0,9183.0,68.0,-32.8,-4.7,229.0,0.3009999999999984,-5.099999999999994,2.6999999999999993,2.4000000000000004,0.0,0.0,0.0,3.0,-2.0,-1
93,93,93,47,ESP,-6.0,-22.0,36.0,0.0,0.0,0.0,0.0,-1946.0,-820.0,-749.0,0.0,0.0,0.0,-5.0,5.400000000000002,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,109.0,113.0,7.0,1.0,0.0,-1.0,1.0,-2548.0,2711.0,-5870.0,42.0,2.0,0.5,-85.0,0.8924999999999983,3.25,-1.5,-1.75,0.0,-2.0,0.0,-7.0,2.0,249.0,275.0,16.75,0.0,-1.0,-10.0,7.0,23721.0,14125.0,5470.0,168.0,-2.5,-1.4166666666666667,128.0,-0.06333333333333613,-0.6666666666666714,1.0,-0.3333333333333339,0.0,-2.0,-1.0,5.0,1.0,-27.0,-38.0,-5.200000000000003,-1.0,0.0,3.0,-1.0,-15863.0,-3504.0,-9183.0,-68.0,32.8,4.7,-229.0,-0.3009999999999984,5.099999999999994,-2.6999999999999993,-2.4000000000000004,0.0,0.0,0.0,-3.0,2.0,1
94,94,94,48,HON,-11.0,-10.0,-13.0,0.0,0.0,0.0,0.0,-1227.0,-1257.0,161.0,0.0,0.0,0.0,-6.0,-3.3299999999999983,2.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,-92.0,-67.0,-17.5,2.0,1.0,5.0,-2.0,-4242.0,-6395.0,3027.0,-82.0,-6.25,-1.0,-188.0,-3.1125000000000007,3.75,-1.25,-2.5,0.0,1.0,0.0,-1.0,0.0,-106.0,-117.0,-15.0,-9.0,-3.0,-3.0,-2.0,639.0,-5886.0,6192.0,-148.0,-16.499999999999993,-2.8333333333333335,36.0,1.6566666666666663,4.166666666666671,-2.333333333333333,-1.833333333333334,0.0,1.0,0.0,2.0,1.0,-13.0,-16.0,3.6666666666666785,-2.0,-1.0,4.0,-2.0,-5315.0,-4638.0,160.0,-106.0,-33.333333333333336,-10.0,-16.0,0.0033333333333338544,-0.3333333333333286,-0.666666666666667,1.0,0.0,1.0,0.0,0.0,-2.0,0
95,95,95,48,SUI,11.0,10.0,13.0,0.0,0.0,0.0,0.0,1227.0,1257.0,-161.0,0.0,0.0,0.0,6.0,3.3299999999999983,-2.0,1.0,1.0,-3.0,0.0,0.0,0.0,0.0,92.0,67.0,17.5,-2.0,-1.0,-5.0,2.0,4242.0,6395.0,-3027.0,82.0,6.25,1.0,188.0,3.1125000000000007,-3.75,1.25,2.5,0.0,-1.0,0.0,1.0,0.0,106.0,117.0,15.0,9.0,3.0,3.0,2.0,-639.0,5886.0,-6192.0,148.0,16.499999999999993,2.8333333333333335,-36.0,-1.6566666666666663,-4.166666666666671,2.333333333333333,1.833333333333334,0.0,-1.0,0.0,-2.0,-1.0,13.0,16.0,-3.6666666666666785,2.0,1.0,-4.0,2.0,5315.0,4638.0,-160.0,106.0,33.333333333333336,10.0,16.0,-0.0033333333333338544,0.3333333333333286,0.666666666666667,-1.0,0.0,-1.0,0.0,0.0,2.0,0
96,96,96,49,KOR,-3.0,-15.0,15.0,0.0,0.0,0.0,0.0,746.0,535.0,19.0,0.0,0.0,0.0,-3.0,-2.959999999999999,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,86.0,87.0,17.450000000000003,1.0,0.0,-1.0,-5.0,978.0,4737.0,-3746.0,56.0,4.95,-0.25,-12.0,1.2334999999999994,-1.1500000000000057,0.40000000000000036,0.75,0.0,0.0,0.0,0.0,0.0,121.0,156.0,17.766666666666673,2.0,3.0,0.0,5.0,17498.0,12666.0,1689.0,196.0,17.46666666666667,3.233333333333333,158.0,0.68333333333333,0.5999999999999943,0.2666666666666657,-0.8666666666666654,0.0,0.0,0.0,0.0,0.0,-48.0,-66.0,-7.5,-2.0,-6.0,1.0,-1.0,-17428.0,-5111.0,-8978.0,-29.0,21.833333333333332,8.666666666666668,-260.0,-1.043333333333333,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-1
97,97,97,49,URU,3.0,15.0,-15.0,0.0,0.0,0.0,0.0,-746.0,-535.0,-19.0,0.0,0.0,0.0,3.0,2.959999999999999,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-86.0,-87.0,-17.450000000000003,-1.0,0.0,1.0,5.0,-978.0,-4737.0,3746.0,-56.0,-4.95,0.25,12.0,-1.2334999999999994,1.1500000000000057,-0.40000000000000036,-0.75,0.0,0.0,0.0,0.0,0.0,-121.0,-156.0,-17.766666666666673,-2.0,-3.0,0.0,-5.0,-17498.0,-12666.0,-1689.0,-196.0,-17.46666666666667,-3.233333333333333,-158.0,-0.68333333333333,-0.5999999999999943,-0.2666666666666657,0.8666666666666654,0.0,0.0,0.0,0.0,0.0,48.0,66.0,7.5,2.0,6.0,-1.0,1.0,17428.0,5111.0,8978.0,29.0,-21.833333333333332,-8.666666666666668,260.0,1.043333333333333,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
98,98,98,50,GHA,-7.0,0.0,-16.0,0.0,0.0,0.0,0.0,-936.0,-185.0,-261.0,0.0,0.0,0.0,-5.0,0.5100000000000016,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,39.0,63.0,0.0,-1.0,0.0,6.0,-2.0,10239.0,4738.0,3561.0,29.0,-2.0,-0.8333333333333334,132.0,3.103333333333328,1.25,-0.916666666666667,-0.3333333333333339,0.0,0.0,0.0,0.0,0.0,-2.0,-42.0,5.13333333333334,-11.0,-3.0,0.0,-5.0,-19982.0,-7711.0,-8743.0,-53.0,-3.866666666666667,-3.2,-210.0,-1.6076666666666632,-0.23333333333333428,-0.4666666666666668,0.6999999999999993,0.0,0.0,0.0,0.0,0.0,40.0,58.0,10.0,8.0,3.0,2.0,-1.0,2765.0,1067.0,1095.0,-130.0,-18.5,-8.666666666666666,-41.0,-3.9683333333333373,2.8333333333333286,-1.166666666666667,-1.666666666666666,0.0,0.0,0.0,0.0,0.0,1
99,99,99,50,USA,7.0,0.0,16.0,0.0,0.0,0.0,0.0,936.0,185.0,261.0,0.0,0.0,0.0,5.0,-0.5100000000000016,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-39.0,-63.0,0.0,1.0,0.0,-6.0,2.0,-10239.0,-4738.0,-3561.0,-29.0,2.0,0.8333333333333334,-132.0,-3.103333333333328,-1.25,0.916666666666667,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,2.0,42.0,-5.13333333333334,11.0,3.0,0.0,5.0,19982.0,7711.0,8743.0,53.0,3.866666666666667,3.2,210.0,1.6076666666666632,0.23333333333333428,0.4666666666666668,-0.6999999999999993,0.0,0.0,0.0,0.0,0.0,-40.0,-58.0,-10.0,-8.0,-3.0,-2.0,1.0,-2765.0,-1067.0,-1095.0,130.0,18.5,8.666666666666666,41.0,3.9683333333333373,-2.8333333333333286,1.166666666666667,1.666666666666666,0.0,0.0,0.0,0.0,0.0,-1
100,100,100,51,ENG,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1308.0,-442.0,-340.0,0.0,0.0,0.0,-7.0,-4.639999999999999,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,52.0,8.75,1.0,1.0,0.0,0.0,-174.0,-238.0,469.0,31.0,2.25,0.5,116.0,1.2349999999999994,-1.5,-0.75,2.25,0.0,0.0,0.0,0.0,0.0,25.0,41.0,-12.733333333333348,7.0,4.0,1.0,-2.0,1126.0,830.0,1016.0,44.0,-0.3999999999999986,-0.7000000000000002,-41.0,-1.519000000000002,0.4333333333333229,-0.6333333333333346,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,5.0,5.0,-4.416666666666671,-6.0,-3.0,-2.0,3.0,-1125.0,-215.0,29.0,-45.0,11.833333333333336,-1.333333333333333,-12.0,1.4175000000000004,1.5,-0.4166666666666661,-1.083333333333334,0.0,0.0,0.0,0.0,0.0,-1
