,index,Unnamed: 0,match,team,GK_passes_succeed,GK_total passes,GK_passes accuracy,GK_total shots,GK_on-target,GK_fouls committed,GK_fouls suffered,GK_distance,GK_distance in poss,GK_distance not in poss,GK_time on opposite half,GK_time on opposite third,GK_time on opposite pen,GK_sprints,GK_avg max speed,GK_low activity,GK_mid activity,GK_high activity,GK_saves,GK_yellow,GK_red,GK_tackles gaining ball,GK_tackles suffered losing ball,DF_passes_succeed,DF_total passes,DF_passes accuracy,DF_total shots,DF_on-target,DF_fouls committed,DF_fouls suffered,DF_distance,DF_distance in poss,DF_distance not in poss,DF_time on opposite half,DF_time on opposite third,DF_time on opposite pen,DF_sprints,DF_avg max speed,DF_low activity,DF_mid activity,DF_high activity,DF_saves,DF_yellow,DF_red,DF_tackles gaining ball,DF_tackles suffered losing ball,MF_passes_succeed,MF_total passes,MF_passes accuracy,MF_total shots,MF_on-target,MF_fouls committed,MF_fouls suffered,MF_distance,MF_distance in poss,MF_distance not in poss,MF_time on opposite half,MF_time on opposite third,MF_time on opposite pen,MF_sprints,MF_avg max speed,MF_low activity,MF_mid activity,MF_high activity,MF_saves,MF_yellow,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,FW_passes_succeed,FW_total passes,FW_passes accuracy,FW_total shots,FW_on-target,FW_fouls committed,FW_fouls suffered,FW_distance,FW_distance in poss,FW_distance not in poss,FW_time on opposite half,FW_time on opposite third,FW_time on opposite pen,FW_sprints,FW_avg max speed,FW_low activity,FW_mid activity,FW_high activity,FW_saves,FW_yellow,FW_red,FW_tackles gaining ball,FW_tackles suffered losing ball,result
0,0,0,1,MEX,19.0,6.0,46.0,0.0,0.0,0.0,0.0,163.0,612.0,-208.0,0.0,0.0,0.0,-26.0,8.25,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,201.0,225.0,11.366666666666674,2.0,0.0,5.0,8.0,21103.0,13378.0,3734.0,172.0,10.1,0.9333333333333332,219.0,0.5333333333333314,-4.166666666666671,2.833333333333334,1.333333333333334,0.0,0.0,0.0,0.0,0.0,-31.0,-82.0,16.5,-6.0,-3.0,-8.0,-7.0,-41525.0,-12194.0,-20740.0,-67.0,9.0,-0.19999999999999996,-667.0,0.1579999999999977,-1.9000000000000057,1.4000000000000004,0.5,0.0,0.0,0.0,0.0,0.0,49.0,77.0,-3.8999999999999986,9.0,3.0,-1.0,5.0,17594.0,9331.0,4420.0,321.0,31.9,4.199999999999999,158.0,-3.6290000000000013,7.099999999999994,-1.5999999999999996,-5.5,0.0,0.0,0.0,0.0,0.0,0
1,1,1,1,RSA,-19.0,-6.0,-46.0,0.0,0.0,0.0,0.0,-163.0,-612.0,208.0,0.0,0.0,0.0,26.0,-8.25,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-201.0,-225.0,-11.366666666666674,-2.0,0.0,-5.0,-8.0,-21103.0,-13378.0,-3734.0,-172.0,-10.1,-0.9333333333333332,-219.0,-0.5333333333333314,4.166666666666671,-2.833333333333334,-1.333333333333334,0.0,0.0,0.0,0.0,0.0,31.0,82.0,-16.5,6.0,3.0,8.0,7.0,41525.0,12194.0,20740.0,67.0,-9.0,0.19999999999999996,667.0,-0.1579999999999977,1.9000000000000057,-1.4000000000000004,-0.5,0.0,0.0,0.0,0.0,0.0,-49.0,-77.0,3.8999999999999986,-9.0,-3.0,1.0,-5.0,-17594.0,-9331.0,-4420.0,-321.0,-31.9,-4.199999999999999,-158.0,3.6290000000000013,-7.099999999999994,1.5999999999999996,5.5,0.0,0.0,0.0,0.0,0.0,0
2,2,2,2,FRA,-2.0,-5.0,4.0,0.0,0.0,0.0,1.0,1395.0,867.0,414.0,0.0,0.0,0.0,5.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,97.0,6.5,-1.0,-1.0,-1.0,3.0,507.0,3215.0,-2464.0,71.0,6.0,1.75,73.0,1.8724999999999987,-1.25,1.25,0.0,0.0,-1.0,0.0,0.0,0.0,-27.0,-49.0,18.25,7.0,2.0,6.0,-10.0,-9475.0,-1328.0,-6170.0,63.0,10.0,1.8333333333333333,-140.0,-0.20750000000000313,1.9166666666666714,0.3333333333333339,-2.25,0.0,-1.0,-1.0,-1.0,2.0,44.0,54.0,30.333333333333343,5.0,-1.0,2.0,-1.0,7864.0,4934.0,1212.0,230.0,33.2,12.333333333333334,139.0,-0.3233333333333377,-1.5333333333333314,0.13333333333333286,1.4000000000000004,0.0,1.0,0.0,0.0,-1.0,0
3,3,3,2,URU,2.0,5.0,-4.0,0.0,0.0,0.0,-1.0,-1395.0,-867.0,-414.0,0.0,0.0,0.0,-5.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-97.0,-6.5,1.0,1.0,1.0,-3.0,-507.0,-3215.0,2464.0,-71.0,-6.0,-1.75,-73.0,-1.8724999999999987,1.25,-1.25,0.0,0.0,1.0,0.0,0.0,0.0,27.0,49.0,-18.25,-7.0,-2.0,-6.0,10.0,9475.0,1328.0,6170.0,-63.0,-10.0,-1.8333333333333333,140.0,0.20750000000000313,-1.9166666666666714,-0.3333333333333339,2.25,0.0,1.0,1.0,1.0,-2.0,-44.0,-54.0,-30.333333333333343,-5.0,1.0,-2.0,1.0,-7864.0,-4934.0,-1212.0,-230.0,-33.2,-12.333333333333334,-139.0,0.3233333333333377,1.5333333333333314,-0.13333333333333286,-1.4000000000000004,0.0,-1.0,0.0,0.0,1.0,0
4,4,4,3,ARG,3.0,6.0,0.0,0.0,0.0,0.0,0.0,448.0,457.0,-168.0,0.0,0.0,0.0,-1.0,0.29999999999999893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,10.5,1.0,1.0,0.0,0.0,-3668.0,1430.0,-4244.0,25.0,2.25,1.0,-42.0,-1.4675000000000011,-3.5,1.75,1.75,0.0,0.0,0.0,0.0,0.0,102.0,125.0,5.5,-1.0,0.0,1.0,1.0,6439.0,5968.0,-1037.0,65.0,2.0,0.10000000000000009,84.0,1.3089999999999975,0.4000000000000057,-1.0500000000000007,0.6500000000000004,0.0,0.0,0.0,0.0,0.0,79.0,82.0,17.1,9.0,5.0,-2.0,0.0,-1341.0,2713.0,-3775.0,0.0,12.600000000000001,2.3499999999999996,73.0,1.5464999999999982,0.7000000000000028,-0.5,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,1
5,5,5,3,NGA,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0,-448.0,-457.0,168.0,0.0,0.0,0.0,1.0,-0.29999999999999893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,-17.0,-10.5,-1.0,-1.0,0.0,0.0,3668.0,-1430.0,4244.0,-25.0,-2.25,-1.0,42.0,1.4675000000000011,3.5,-1.75,-1.75,0.0,0.0,0.0,0.0,0.0,-102.0,-125.0,-5.5,1.0,0.0,-1.0,-1.0,-6439.0,-5968.0,1037.0,-65.0,-2.0,-0.10000000000000009,-84.0,-1.3089999999999975,-0.4000000000000057,1.0500000000000007,-0.6500000000000004,0.0,0.0,0.0,0.0,0.0,-79.0,-82.0,-17.1,-9.0,-5.0,2.0,0.0,1341.0,-2713.0,3775.0,0.0,-12.600000000000001,-2.3499999999999996,-73.0,-1.5464999999999982,-0.7000000000000028,0.5,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,-1
6,6,6,4,GRE,-6.0,-6.0,-5.0,0.0,0.0,0.0,0.0,781.0,245.0,239.0,0.0,0.0,0.0,-5.0,0.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.0,6.200000000000003,-3.0,-1.0,2.0,2.0,5038.0,1853.0,2410.0,54.0,2.25,0.7,74.0,-0.7134999999999998,-1.0,-0.20000000000000018,1.1999999999999993,0.0,0.0,0.0,0.0,0.0,-64.0,-96.0,0.0,-7.0,-3.0,-7.0,-3.0,-28921.0,-12717.0,-11493.0,-175.0,-1.2857142857142847,-0.47619047619047605,-359.0,0.3995238095238136,4.428571428571431,-0.9523809523809526,-3.4761904761904763,0.0,0.0,0.0,0.0,0.0,37.0,61.0,33.0,-2.0,-1.0,3.0,2.0,19883.0,8695.0,8122.0,224.0,2.200000000000003,4.300000000000001,162.0,1.5939999999999976,6.900000000000006,-3.2,-3.6999999999999993,0.0,0.0,0.0,0.0,0.0,-1
7,7,7,4,KOR,6.0,6.0,5.0,0.0,0.0,0.0,0.0,-781.0,-245.0,-239.0,0.0,0.0,0.0,5.0,-0.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-42.0,-6.200000000000003,3.0,1.0,-2.0,-2.0,-5038.0,-1853.0,-2410.0,-54.0,-2.25,-0.7,-74.0,0.7134999999999998,1.0,0.20000000000000018,-1.1999999999999993,0.0,0.0,0.0,0.0,0.0,64.0,96.0,0.0,7.0,3.0,7.0,3.0,28921.0,12717.0,11493.0,175.0,1.2857142857142847,0.47619047619047605,359.0,-0.3995238095238136,-4.428571428571431,0.9523809523809526,3.4761904761904763,0.0,0.0,0.0,0.0,0.0,-37.0,-61.0,-33.0,2.0,1.0,-3.0,-2.0,-19883.0,-8695.0,-8122.0,-224.0,-2.200000000000003,-4.300000000000001,-162.0,-1.5939999999999976,-6.900000000000006,3.2,3.6999999999999993,0.0,0.0,0.0,0.0,0.0,1
8,8,8,5,ENG,13.0,3.0,30.0,0.0,0.0,0.0,0.0,-391.0,21.0,-110.0,0.0,0.0,0.0,2.0,10.57,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,75.0,8.799999999999997,-1.0,1.0,0.0,-2.0,2612.0,3135.0,-1681.0,30.0,0.75,-0.10000000000000009,44.0,-1.751999999999999,-1.5,1.0499999999999998,0.4499999999999993,0.0,0.0,0.0,0.0,0.0,25.0,14.0,9.400000000000006,3.0,2.0,1.0,0.0,-1631.0,1664.0,-3219.0,33.0,7.199999999999999,1.2,16.0,0.772000000000002,0.5999999999999943,-0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,23.333333333333343,3.0,1.0,-3.0,3.0,46.0,1082.0,-1268.0,20.0,10.0,8.333333333333334,37.0,-2.2833333333333385,1.0,-1.333333333333334,0.3333333333333339,0.0,0.0,0.0,0.0,0.0,0
9,9,9,5,USA,-13.0,-3.0,-30.0,0.0,0.0,0.0,0.0,391.0,-21.0,110.0,0.0,0.0,0.0,-2.0,-10.57,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.0,-75.0,-8.799999999999997,1.0,-1.0,0.0,2.0,-2612.0,-3135.0,1681.0,-30.0,-0.75,0.10000000000000009,-44.0,1.751999999999999,1.5,-1.0499999999999998,-0.4499999999999993,0.0,0.0,0.0,0.0,0.0,-25.0,-14.0,-9.400000000000006,-3.0,-2.0,-1.0,0.0,1631.0,-1664.0,3219.0,-33.0,-7.199999999999999,-1.2,-16.0,-0.772000000000002,-0.5999999999999943,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,-19.0,-23.333333333333343,-3.0,-1.0,3.0,-3.0,-46.0,-1082.0,1268.0,-20.0,-10.0,-8.333333333333334,-37.0,2.2833333333333385,-1.0,1.333333333333334,-0.3333333333333339,0.0,0.0,0.0,0.0,0.0,0
10,10,10,6,ALG,-16.0,-6.0,-34.0,0.0,0.0,0.0,1.0,-440.0,-100.0,-45.0,0.0,0.0,0.0,7.0,1.8299999999999983,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-33.0,-35.0,-2.75,5.0,1.0,2.0,-3.0,-2365.0,-1529.0,-1145.0,-13.0,1.75,0.75,-107.0,1.067499999999999,4.75,-1.75,-3.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,5.400000000000006,-3.0,-3.0,4.0,-1.0,9237.0,3364.0,4179.0,31.0,3.133333333333333,1.4,112.0,1.166999999999998,-1.1666666666666714,0.8000000000000007,0.36666666666666536,0.0,0.0,0.0,0.0,0.0,-25.0,-36.0,-7.083333333333343,2.0,0.0,1.0,-3.0,-12839.0,-5762.0,-4616.0,-77.0,-6.666666666666664,4.916666666666666,-59.0,-0.35916666666666686,-3.4166666666666714,0.9166666666666661,2.5,0.0,0.0,0.0,0.0,0.0,-1
11,11,11,6,SVN,16.0,6.0,34.0,0.0,0.0,0.0,-1.0,440.0,100.0,45.0,0.0,0.0,0.0,-7.0,-1.8299999999999983,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,2.75,-5.0,-1.0,-2.0,3.0,2365.0,1529.0,1145.0,13.0,-1.75,-0.75,107.0,-1.067499999999999,-4.75,1.75,3.0,0.0,0.0,0.0,0.0,0.0,-19.0,-19.0,-5.400000000000006,3.0,3.0,-4.0,1.0,-9237.0,-3364.0,-4179.0,-31.0,-3.133333333333333,-1.4,-112.0,-1.166999999999998,1.1666666666666714,-0.8000000000000007,-0.36666666666666536,0.0,0.0,0.0,0.0,0.0,25.0,36.0,7.083333333333343,-2.0,0.0,-1.0,3.0,12839.0,5762.0,4616.0,77.0,6.666666666666664,-4.916666666666666,59.0,0.35916666666666686,3.4166666666666714,-0.9166666666666661,-2.5,0.0,0.0,0.0,0.0,0.0,1
12,12,12,7,AUS,-1.0,2.0,-7.0,0.0,0.0,0.0,-1.0,-1044.0,-882.0,64.0,0.0,0.0,0.0,7.0,0.7799999999999994,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-76.0,-54.0,-14.5,2.0,0.0,3.0,-2.0,3947.0,-984.0,4490.0,27.0,4.5,1.0,216.0,2.4924999999999997,-4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,-20.0,-29.0,4.199999999999989,-5.0,-4.0,1.0,-7.0,-3966.0,-5277.0,2852.0,-42.0,-5.4,-1.2000000000000002,-103.0,0.42799999999999727,-3.0,1.5999999999999996,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,9.0,-5.0,21.25,-3.0,-4.0,5.0,-1.0,2479.0,-460.0,3002.0,-2.0,3.0,-1.75,50.0,-2.9475000000000016,-5.0,2.25,2.75,0.0,0.0,0.0,0.0,0.0,-1
13,13,13,7,GER,1.0,-2.0,7.0,0.0,0.0,0.0,1.0,1044.0,882.0,-64.0,0.0,0.0,0.0,-7.0,-0.7799999999999994,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,76.0,54.0,14.5,-2.0,0.0,-3.0,2.0,-3947.0,984.0,-4490.0,-27.0,-4.5,-1.0,-216.0,-2.4924999999999997,4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,-4.199999999999989,5.0,4.0,-1.0,7.0,3966.0,5277.0,-2852.0,42.0,5.4,1.2000000000000002,103.0,-0.42799999999999727,3.0,-1.5999999999999996,-1.4000000000000004,0.0,0.0,0.0,0.0,0.0,-9.0,5.0,-21.25,3.0,4.0,-5.0,1.0,-2479.0,460.0,-3002.0,2.0,-3.0,1.75,-50.0,2.9475000000000016,5.0,-2.25,-2.75,0.0,0.0,0.0,0.0,0.0,1
14,14,14,8,GHA,-11.0,-9.0,-14.0,0.0,0.0,0.0,0.0,-2280.0,-1246.0,-564.0,0.0,0.0,0.0,2.0,-3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-19.0,-0.20000000000000284,-3.0,0.0,0.0,-6.0,3055.0,-686.0,3427.0,-11.0,-0.5999999999999996,0.6,139.0,1.6400000000000006,-2.0,0.1999999999999993,1.8000000000000007,0.0,0.0,0.0,0.0,0.0,-1.0,-15.0,8.650000000000006,-1.0,-2.0,1.0,-3.0,-8570.0,-5423.0,-1690.0,-21.0,3.0500000000000007,0.5499999999999998,-56.0,1.6900000000000013,2.4000000000000057,-1.5,-0.9000000000000004,0.0,0.0,0.0,0.0,0.0,37.0,55.0,-14.166666666666657,7.0,3.0,4.0,2.0,11337.0,3189.0,6215.0,0.0,-14.083333333333336,-1.583333333333333,88.0,-1.0350000000000037,-4.833333333333329,2.166666666666667,2.666666666666667,0.0,0.0,0.0,0.0,0.0,1
15,15,15,8,SRB,11.0,9.0,14.0,0.0,0.0,0.0,0.0,2280.0,1246.0,564.0,0.0,0.0,0.0,-2.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.20000000000000284,3.0,0.0,0.0,6.0,-3055.0,686.0,-3427.0,11.0,0.5999999999999996,-0.6,-139.0,-1.6400000000000006,2.0,-0.1999999999999993,-1.8000000000000007,0.0,0.0,0.0,0.0,0.0,1.0,15.0,-8.650000000000006,1.0,2.0,-1.0,3.0,8570.0,5423.0,1690.0,21.0,-3.0500000000000007,-0.5499999999999998,56.0,-1.6900000000000013,-2.4000000000000057,1.5,0.9000000000000004,0.0,0.0,0.0,0.0,0.0,-37.0,-55.0,14.166666666666657,-7.0,-3.0,-4.0,-2.0,-11337.0,-3189.0,-6215.0,0.0,14.083333333333336,1.583333333333333,-88.0,1.0350000000000037,4.833333333333329,-2.166666666666667,-2.666666666666667,0.0,0.0,0.0,0.0,0.0,-1
16,16,16,9,DEN,-6.0,-8.0,-1.0,0.0,0.0,0.0,0.0,377.0,-308.0,474.0,0.0,0.0,0.0,3.0,4.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,-53.0,-13.5,3.0,1.0,0.0,4.0,228.0,-3316.0,4067.0,1.0,-0.5,0.0,-19.0,0.6600000000000001,0.5,0.0,-0.5,0.0,1.0,0.0,2.0,-1.0,-112.0,-117.0,-23.9,-9.0,-3.0,11.0,-15.0,1440.0,-2602.0,4354.0,-101.0,0.7333333333333343,0.16666666666666674,-17.0,-0.8043333333333322,-3.4000000000000057,2.2333333333333343,1.166666666666666,0.0,-1.0,0.0,2.0,-1.0,-20.0,-24.0,-8.416666666666671,-2.0,-2.0,-4.0,1.0,-51.0,-1541.0,1548.0,68.0,-8.916666666666664,0.8333333333333335,-47.0,1.7225000000000001,3.6666666666666714,-2.083333333333334,-1.583333333333334,0.0,-1.0,0.0,0.0,-2.0,-1
17,17,17,9,NED,6.0,8.0,1.0,0.0,0.0,0.0,0.0,-377.0,308.0,-474.0,0.0,0.0,0.0,-3.0,-4.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,53.0,13.5,-3.0,-1.0,0.0,-4.0,-228.0,3316.0,-4067.0,-1.0,0.5,0.0,19.0,-0.6600000000000001,-0.5,0.0,0.5,0.0,-1.0,0.0,-2.0,1.0,112.0,117.0,23.9,9.0,3.0,-11.0,15.0,-1440.0,2602.0,-4354.0,101.0,-0.7333333333333343,-0.16666666666666674,17.0,0.8043333333333322,3.4000000000000057,-2.2333333333333343,-1.166666666666666,0.0,1.0,0.0,-2.0,1.0,20.0,24.0,8.416666666666671,2.0,2.0,4.0,-1.0,51.0,1541.0,-1548.0,-68.0,8.916666666666664,-0.8333333333333335,47.0,-1.7225000000000001,-3.6666666666666714,2.083333333333334,1.583333333333334,0.0,1.0,0.0,0.0,2.0,1
18,18,18,10,CMR,17.0,17.0,19.0,0.0,0.0,0.0,0.0,407.0,503.0,10.0,2.0,1.0,0.0,12.0,4.899999999999999,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,15.950000000000003,1.0,1.0,2.0,-4.0,884.0,4141.0,-2854.0,118.0,10.85,1.4,36.0,-4.5504999999999995,-1.3499999999999943,0.6500000000000004,0.6999999999999993,0.0,1.0,0.0,0.0,0.0,-24.0,-68.0,26.0,-3.0,-3.0,-5.0,-9.0,-26158.0,-6022.0,-13179.0,-111.0,-2.666666666666668,0.6666666666666667,-318.0,-1.8366666666666696,2.5,-0.3333333333333339,-2.166666666666668,0.0,-1.0,0.0,0.0,0.0,49.0,74.0,17.4,8.0,1.0,12.0,2.0,17885.0,8855.0,3736.0,240.0,20.799999999999997,6.066666666666667,81.0,-0.31266666666666865,8.866666666666674,-2.533333333333334,-6.333333333333334,0.0,0.0,0.0,0.0,0.0,-1
19,19,19,10,JPN,-17.0,-17.0,-19.0,0.0,0.0,0.0,0.0,-407.0,-503.0,-10.0,-2.0,-1.0,0.0,-12.0,-4.899999999999999,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-69.0,-69.0,-15.950000000000003,-1.0,-1.0,-2.0,4.0,-884.0,-4141.0,2854.0,-118.0,-10.85,-1.4,-36.0,4.5504999999999995,1.3499999999999943,-0.6500000000000004,-0.6999999999999993,0.0,-1.0,0.0,0.0,0.0,24.0,68.0,-26.0,3.0,3.0,5.0,9.0,26158.0,6022.0,13179.0,111.0,2.666666666666668,-0.6666666666666667,318.0,1.8366666666666696,-2.5,0.3333333333333339,2.166666666666668,0.0,1.0,0.0,0.0,0.0,-49.0,-74.0,-17.4,-8.0,-1.0,-12.0,-2.0,-17885.0,-8855.0,-3736.0,-240.0,-20.799999999999997,-6.066666666666667,-81.0,0.31266666666666865,-8.866666666666674,2.533333333333334,6.333333333333334,0.0,0.0,0.0,0.0,0.0,1
20,20,20,11,ITA,0.0,-11.0,26.0,0.0,0.0,0.0,0.0,-434.0,-204.0,-338.0,0.0,0.0,0.0,1.0,-9.825,0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,62.0,74.0,4.75,-1.0,-1.0,3.0,1.0,1782.0,2140.0,-608.0,11.0,1.75,0.75,10.0,-0.7650000000000006,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,78.0,0.8000000000000043,3.0,5.0,-1.0,1.0,-3059.0,1782.0,-4602.0,107.0,14.2,3.4000000000000004,-79.0,-2.831999999999997,-1.4000000000000057,0.7999999999999989,0.6000000000000014,0.0,0.0,0.0,0.0,0.0,9.0,-5.0,24.0,0.0,0.0,-2.0,0.0,626.0,1231.0,-576.0,-35.0,14.75,8.416666666666666,34.0,1.9041666666666686,-2.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0
21,21,21,11,PAR,0.0,11.0,-26.0,0.0,0.0,0.0,0.0,434.0,204.0,338.0,0.0,0.0,0.0,-1.0,9.825,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-62.0,-74.0,-4.75,1.0,1.0,-3.0,-1.0,-1782.0,-2140.0,608.0,-11.0,-1.75,-0.75,-10.0,0.7650000000000006,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.0,-78.0,-0.8000000000000043,-3.0,-5.0,1.0,-1.0,3059.0,-1782.0,4602.0,-107.0,-14.2,-3.4000000000000004,79.0,2.831999999999997,1.4000000000000057,-0.7999999999999989,-0.6000000000000014,0.0,0.0,0.0,0.0,0.0,-9.0,5.0,-24.0,0.0,0.0,2.0,0.0,-626.0,-1231.0,576.0,35.0,-14.75,-8.416666666666666,-34.0,-1.9041666666666686,2.5,-0.5,-2.0,0.0,0.0,0.0,0.0,0.0,0
22,22,22,12,NZL,2.0,11.0,-16.0,0.0,0.0,0.0,0.0,258.0,332.0,-106.0,0.0,0.0,0.0,5.0,3.1900000000000013,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,-2.0,3.799999999999997,1.0,1.0,1.0,-1.0,9173.0,3692.0,4150.0,43.0,-0.7999999999999998,-0.8,187.0,4.138999999999999,-1.5499999999999972,0.5999999999999996,0.9499999999999993,0.0,0.0,0.0,0.0,0.0,8.0,-6.0,22.200000000000003,-5.0,-2.0,-4.0,-1.0,-9130.0,-3054.0,-4004.0,-58.0,3.0,-1.0,-5.0,2.3733333333333313,-0.7999999999999972,0.9333333333333336,-0.13333333333333464,0.0,0.0,0.0,0.0,0.0,18.0,11.0,28.5,-1.0,0.0,5.0,-1.0,1440.0,1280.0,125.0,22.0,10.25,1.0,-48.0,0.10249999999999915,0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0
23,23,23,12,SVK,-2.0,-11.0,16.0,0.0,0.0,0.0,0.0,-258.0,-332.0,106.0,0.0,0.0,0.0,-5.0,-3.1900000000000013,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-10.0,2.0,-3.799999999999997,-1.0,-1.0,-1.0,1.0,-9173.0,-3692.0,-4150.0,-43.0,0.7999999999999998,0.8,-187.0,-4.138999999999999,1.5499999999999972,-0.5999999999999996,-0.9499999999999993,0.0,0.0,0.0,0.0,0.0,-8.0,6.0,-22.200000000000003,5.0,2.0,4.0,1.0,9130.0,3054.0,4004.0,58.0,-3.0,1.0,5.0,-2.3733333333333313,0.7999999999999972,-0.9333333333333336,0.13333333333333464,0.0,0.0,0.0,0.0,0.0,-18.0,-11.0,-28.5,1.0,0.0,-5.0,1.0,-1440.0,-1280.0,-125.0,-22.0,-10.25,-1.0,48.0,-0.10249999999999915,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
24,24,24,13,CIV,-11.0,-9.0,-18.0,0.0,0.0,0.0,0.0,-1774.0,-647.0,-836.0,0.0,0.0,0.0,-2.0,-6.100000000000001,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-86.0,-80.0,-10.25,1.0,0.0,-2.0,2.0,1577.0,351.0,619.0,37.0,5.25,0.25,57.0,0.8425000000000011,-0.25,-0.25,0.5,0.0,0.0,0.0,0.0,0.0,13.0,7.0,-9.25,-1.0,0.0,4.0,-3.0,-3168.0,-2211.0,-832.0,-86.0,-1.9499999999999993,1.95,-19.0,-0.20949999999999847,3.799999999999997,-1.9000000000000004,-1.9000000000000004,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,4.599999999999994,-2.0,-1.0,3.0,-3.0,-1273.0,-1062.0,-90.0,40.0,-1.25,3.0500000000000007,30.0,-0.24349999999999739,3.3499999999999943,-1.9000000000000004,-1.4499999999999993,0.0,0.0,0.0,0.0,0.0,0
25,25,25,13,POR,11.0,9.0,18.0,0.0,0.0,0.0,0.0,1774.0,647.0,836.0,0.0,0.0,0.0,2.0,6.100000000000001,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,80.0,10.25,-1.0,0.0,2.0,-2.0,-1577.0,-351.0,-619.0,-37.0,-5.25,-0.25,-57.0,-0.8425000000000011,0.25,0.25,-0.5,0.0,0.0,0.0,0.0,0.0,-13.0,-7.0,9.25,1.0,0.0,-4.0,3.0,3168.0,2211.0,832.0,86.0,1.9499999999999993,-1.95,19.0,0.20949999999999847,-3.799999999999997,1.9000000000000004,1.9000000000000004,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,-4.599999999999994,2.0,1.0,-3.0,3.0,1273.0,1062.0,90.0,-40.0,1.25,-3.0500000000000007,-30.0,0.24349999999999739,-3.3499999999999943,1.9000000000000004,1.4499999999999993,0.0,0.0,0.0,0.0,0.0,0
26,26,26,14,BRA,-2.0,-16.0,39.0,0.0,0.0,0.0,0.0,1385.0,658.0,156.0,0.0,0.0,0.0,-5.0,-4.810000000000002,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,182.0,193.0,10.400000000000006,3.0,2.0,-5.0,-2.0,-7917.0,3730.0,-11765.0,138.0,11.8,1.4000000000000001,-18.0,3.0859999999999985,-2.799999999999997,0.39999999999999947,2.4000000000000004,0.0,0.0,0.0,-2.0,2.0,146.0,146.0,21.400000000000006,7.0,3.0,1.0,0.0,5597.0,9570.0,-5544.0,145.0,10.100000000000001,-0.4500000000000002,54.0,2.608999999999998,3.4000000000000057,-2.3499999999999996,-1.0500000000000007,0.0,1.0,0.0,-3.0,1.0,30.0,30.0,-1.0,5.0,2.0,3.0,2.0,610.0,4341.0,-3361.0,130.0,26.166666666666657,10.666666666666666,41.0,0.37833333333333385,0.1666666666666714,-0.6666666666666661,0.5,0.0,0.0,0.0,0.0,2.0,1
