,match,team,goals,GK_passes_succeed,GK_total passes,GK_passes accuracy,GK_total shots,GK_on-target,GK_fouls committed,GK_fouls suffered,GK_distance,GK_distance in poss,GK_distance not in poss,GK_time on opposite half,GK_time on opposite third,GK_time on opposite pen,GK_sprints,GK_avg max speed,GK_low activity,GK_mid activity,GK_high activity,GK_saves,GK_yellow,GK_red,GK_tackles gaining ball,GK_tackles suffered losing ball,DF_passes_succeed,DF_total passes,DF_passes accuracy,DF_total shots,DF_on-target,DF_fouls committed,DF_fouls suffered,DF_distance,DF_distance in poss,DF_distance not in poss,DF_time on opposite half,DF_time on opposite third,DF_time on opposite pen,DF_sprints,DF_avg max speed,DF_low activity,DF_mid activity,DF_high activity,DF_saves,DF_yellow,DF_red,DF_tackles gaining ball,DF_tackles suffered losing ball,MF_passes_succeed,MF_total passes,MF_passes accuracy,MF_total shots,MF_on-target,MF_fouls committed,MF_fouls suffered,MF_distance,MF_distance in poss,MF_distance not in poss,MF_time on opposite half,MF_time on opposite third,MF_time on opposite pen,MF_sprints,MF_avg max speed,MF_low activity,MF_mid activity,MF_high activity,MF_saves,MF_yellow,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,FW_passes_succeed,FW_total passes,FW_passes accuracy,FW_total shots,FW_on-target,FW_fouls committed,FW_fouls suffered,FW_distance,FW_distance in poss,FW_distance not in poss,FW_time on opposite half,FW_time on opposite third,FW_time on opposite pen,FW_sprints,FW_avg max speed,FW_low activity,FW_mid activity,FW_high activity,FW_saves,FW_yellow,FW_red,FW_tackles gaining ball,FW_tackles suffered losing ball,result
11,6,JPN,1.0,19.0,31.0,61.0,0.0,0.0,0.0,0.0,3695.0,1019.0,1592.0,0.0,0.0,0.0,3.0,20.48,98.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,113.0,152.0,75.0,1.0,1.0,5.0,4.0,40277.0,12547.0,17149.0,83.0,8.25,2.5,142.0,28.4525,83.75,8.25,8.0,0.0,2.0,0.0,1.0,0.0,89.0,106.0,83.33333333333333,2.0,0.0,3.0,1.0,21215.0,6566.0,9509.0,91.0,8.0,0.0,67.0,28.02,79.0,10.333333333333334,10.666666666666666,0.0,0.0,0.0,0.0,0.0,105.0,167.0,61.0,4.0,3.0,5.0,6.0,43064.0,13655.0,18002.0,388.0,27.166666666666668,8.0,191.0,26.55666666666667,81.33333333333333,8.666666666666666,10.0,0.0,0.0,0.0,1.0,1.0,-1
12,7,CRC,3.0,17.0,28.0,61.0,0.0,0.0,0.0,0.0,4569.0,1314.0,1359.0,0.0,0.0,0.0,5.0,24.12,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0,228.0,73.8,4.0,2.0,9.0,8.0,50852.0,14418.0,16595.0,118.0,9.4,3.8,122.0,26.582,84.0,8.2,7.8,0.0,0.0,0.0,0.0,0.0,81.0,119.0,59.4,1.0,0.0,4.0,3.0,33601.0,10212.0,10729.0,268.0,26.0,2.4,109.0,25.004,79.8,9.4,10.8,0.0,0.0,0.0,0.0,0.0,48.0,68.0,47.666666666666664,7.0,2.0,5.0,9.0,19583.0,5950.0,5644.0,223.0,37.333333333333336,10.0,70.0,27.12,84.66666666666667,6.666666666666667,8.666666666666666,0.0,0.0,0.0,0.0,0.0,1
13,7,URU,1.0,18.0,25.0,72.0,0.0,0.0,0.0,0.0,3176.0,848.0,900.0,0.0,0.0,0.0,1.0,20.74,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,163.0,218.0,75.0,1.0,1.0,7.0,11.0,37516.0,11458.0,11074.0,73.0,7.25,2.25,101.0,26.622500000000002,86.25,6.75,7.0,0.0,0.0,0.0,0.0,0.0,153.0,190.0,80.0,1.0,1.0,6.0,5.0,33670.0,10895.0,9982.0,230.0,16.0,2.2,76.0,25.625999999999998,79.2,10.0,10.8,0.0,0.0,0.0,0.0,0.0,53.0,80.0,66.75,7.0,3.0,7.0,2.0,29896.0,9218.0,8964.0,290.0,33.0,8.0,97.0,25.4875,82.0,8.5,9.5,0.0,0.0,0.0,0.0,0.0,-1
14,8,ENG,1.0,18.0,20.0,90.0,0.0,0.0,0.0,0.0,3628.0,1168.0,1615.0,0.0,0.0,0.0,3.0,24.05,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,228.0,89.25,3.0,1.0,3.0,3.0,38661.0,14038.0,16969.0,133.0,14.25,3.25,114.0,27.9,85.75,7.25,7.0,0.0,0.0,0.0,0.0,0.0,173.0,204.0,83.5,8.0,5.0,4.0,5.0,38040.0,14433.0,16263.0,384.0,37.166666666666664,6.666666666666667,95.0,27.403333333333332,80.5,9.666666666666666,9.833333333333334,0.0,0.0,0.0,0.0,0.0,75.0,92.0,81.0,7.0,2.0,1.0,4.0,26923.0,10750.0,11090.0,213.0,39.333333333333336,11.333333333333334,89.0,28.49,83.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,-1
15,8,ITA,2.0,34.0,37.0,92.0,0.0,0.0,0.0,0.0,3986.0,1559.0,1572.0,0.0,0.0,0.0,1.0,20.63,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,184.0,205.0,89.5,3.0,1.0,3.0,3.0,40572.0,15865.0,16829.0,62.0,5.25,1.25,104.0,27.0025,84.0,8.75,7.25,0.0,0.0,0.0,0.0,0.0,368.0,409.0,88.57142857142857,6.0,2.0,8.0,4.0,55428.0,23820.0,21637.0,243.0,13.428571428571429,1.7142857142857142,154.0,26.297142857142855,79.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,66.5,3.0,2.0,1.0,1.0,10472.0,4729.0,3753.0,123.0,31.0,6.5,42.0,29.485,81.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,1
16,9,ECU,1.0,22.0,31.0,71.0,0.0,0.0,0.0,0.0,3180.0,848.0,1137.0,0.0,0.0,0.0,1.0,21.02,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,85.0,66.66666666666667,1.0,0.0,2.0,1.0,26930.0,7891.0,11212.0,43.0,5.333333333333333,2.3333333333333335,76.0,27.333333333333332,87.33333333333333,6.333333333333333,6.333333333333333,0.0,0.0,0.0,0.0,0.0,153.0,209.0,75.33333333333333,7.0,5.0,8.0,7.0,50494.0,15152.0,20970.0,243.0,16.5,1.5,151.0,27.258333333333336,83.5,7.666666666666667,8.833333333333334,0.0,0.0,0.0,0.0,0.0,33.0,51.0,65.0,2.0,1.0,5.0,1.0,18312.0,5700.0,7137.0,185.0,31.666666666666668,8.0,78.0,29.066666666666666,83.33333333333333,7.333333333333333,9.333333333333334,0.0,0.0,0.0,0.0,0.0,-1
17,9,SUI,2.0,25.0,33.0,76.0,0.0,0.0,0.0,0.0,5291.0,1981.0,1625.0,0.0,0.0,0.0,1.0,22.64,96.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,182.0,228.0,79.0,2.0,1.0,4.0,4.0,39934.0,15633.0,13398.0,115.0,11.75,2.0,154.0,29.42,83.0,7.75,9.25,0.0,0.0,0.0,0.0,0.0,227.0,278.0,80.6,13.0,8.0,5.0,9.0,51597.0,20568.0,16478.0,299.0,28.2,7.0,167.0,26.994,78.0,10.6,11.4,0.0,0.0,0.0,0.0,0.0,34.0,44.0,75.0,3.0,3.0,0.0,1.0,16806.0,6852.0,5011.0,231.0,46.0,10.666666666666666,75.0,27.886666666666667,78.66666666666667,9.333333333333334,12.0,0.0,0.0,0.0,0.0,0.0,1
18,10,FRA,2.0,18.0,21.0,86.0,0.0,0.0,0.0,0.0,4815.0,2009.0,1343.0,0.0,0.0,0.0,2.0,21.35,98.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,239.0,273.0,87.25,2.0,2.0,3.0,3.0,37831.0,16277.0,10798.0,181.0,21.75,6.25,112.0,27.84,85.25,7.25,7.5,0.0,1.0,0.0,0.0,1.0,306.0,342.0,89.5,8.0,2.0,8.0,8.0,42919.0,20628.0,11728.0,397.0,30.833333333333332,6.833333333333333,143.0,25.661666666666665,77.33333333333333,10.666666666666666,12.0,0.0,2.0,0.0,0.0,0.0,61.0,81.0,68.33333333333333,10.0,6.0,2.0,1.0,22614.0,10974.0,5611.0,258.0,59.333333333333336,14.666666666666666,81.0,27.083333333333332,81.33333333333333,8.333333333333334,10.333333333333334,0.0,0.0,0.0,0.0,2.0,1
19,10,HON,0.0,20.0,28.0,71.0,0.0,0.0,0.0,0.0,3513.0,795.0,1396.0,0.0,0.0,0.0,2.0,11.16,98.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,85.0,118.0,76.0,2.0,0.0,6.0,2.0,27892.0,7068.0,13545.0,21.0,1.25,0.0,67.0,25.927500000000002,86.5,7.25,6.25,0.0,0.0,0.0,1.0,0.0,118.0,162.0,71.85714285714286,2.0,2.0,7.0,9.0,52111.0,13403.0,25923.0,157.0,4.857142857142857,0.14285714285714285,188.0,28.02,80.71428571428571,8.857142857142858,10.428571428571429,0.0,2.0,0.0,3.0,0.0,28.0,39.0,75.5,0.0,0.0,1.0,2.0,15257.0,4190.0,6708.0,92.0,16.0,2.0,63.0,28.33,82.5,8.0,9.5,0.0,0.0,0.0,0.0,0.0,-1
20,11,ARG,1.0,23.0,25.0,92.0,0.0,0.0,0.0,0.0,3360.0,1280.0,1262.0,0.0,0.0,0.0,2.0,20.2,99.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,210.0,243.0,85.6,1.0,1.0,5.0,7.0,45678.0,17421.0,17466.0,122.0,7.8,3.8,130.0,27.8,83.0,8.6,8.4,0.0,1.0,0.0,1.0,0.0,222.0,257.0,79.6,3.0,2.0,3.0,2.0,33380.0,13591.0,12279.0,219.0,12.8,1.2,106.0,24.926,76.4,10.8,12.8,0.0,0.0,0.0,1.0,1.0,81.0,112.0,69.0,7.0,2.0,2.0,4.0,23014.0,10253.0,7240.0,226.0,40.333333333333336,9.333333333333334,99.0,29.796666666666667,86.0,5.666666666666667,8.333333333333334,0.0,0.0,0.0,0.0,3.0,0
21,11,BIH,1.0,16.0,20.0,80.0,0.0,0.0,0.0,0.0,5023.0,1644.0,2037.0,0.0,0.0,0.0,0.0,15.05,98.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,115.0,144.0,79.66666666666667,0.0,0.0,3.0,0.0,32231.0,11010.0,13921.0,59.0,8.0,2.0,114.0,29.45,81.0,9.666666666666666,9.333333333333334,0.0,1.0,0.0,3.0,0.0,232.0,292.0,78.42857142857143,12.0,8.0,8.0,7.0,61747.0,21157.0,26860.0,302.0,18.857142857142858,2.5714285714285716,218.0,28.388571428571428,78.28571428571429,10.428571428571429,11.285714285714286,0.0,0.0,0.0,1.0,2.0,29.0,42.0,67.0,4.0,3.0,3.0,2.0,16487.0,6207.0,6302.0,208.0,35.0,6.333333333333333,56.0,26.903333333333336,75.66666666666667,11.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0
22,12,IRN,0.0,13.0,28.0,46.0,0.0,0.0,0.0,1.0,4589.0,1178.0,1578.0,0.0,0.0,0.0,3.0,20.63,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,96.0,73.75,0.0,0.0,4.0,3.0,37983.0,9304.0,16424.0,40.0,4.0,1.75,113.0,27.1975,85.5,7.25,7.25,0.0,0.0,0.0,0.0,0.0,69.0,101.0,68.0,3.0,2.0,6.0,1.0,32606.0,8226.0,14439.0,86.0,8.0,1.6666666666666667,110.0,27.516666666666666,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,41.0,84.0,57.2,4.0,1.0,8.0,9.0,33111.0,8783.0,13646.0,230.0,18.6,3.4,137.0,26.322000000000003,77.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0
23,12,NGA,0.0,24.0,26.0,92.0,0.0,0.0,0.0,0.0,2829.0,802.0,951.0,0.0,0.0,0.0,2.0,14.04,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,208.0,242.0,87.4,0.0,0.0,5.0,8.0,36928.0,14811.0,10374.0,147.0,9.2,2.4,106.0,27.504,85.6,7.4,7.0,0.0,0.0,0.0,0.0,0.0,189.0,246.0,76.66666666666667,4.0,2.0,5.0,9.0,28555.0,12148.0,7832.0,162.0,18.333333333333332,3.3333333333333335,99.0,25.99,80.66666666666667,9.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,43.0,88.0,54.6,6.0,4.0,6.0,1.0,31792.0,13209.0,8080.0,404.0,49.6,11.0,123.0,28.176,83.2,8.0,8.8,0.0,0.0,0.0,0.0,0.0,0
24,13,GER,4.0,25.0,29.0,86.0,0.0,0.0,0.0,0.0,4950.0,1714.0,1620.0,0.0,0.0,0.0,6.0,18.68,97.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,172.0,210.0,82.4,1.0,1.0,5.0,2.0,38612.0,14193.0,13716.0,115.0,8.6,2.0,86.0,28.296,84.0,8.2,7.8,0.0,0.0,0.0,4.0,0.0,210.0,245.0,84.75,4.0,3.0,0.0,6.0,41327.0,16587.0,14738.0,203.0,21.75,2.75,117.0,28.295,77.75,11.0,11.25,0.0,0.0,0.0,1.0,2.0,76.0,104.0,75.25,8.0,5.0,3.0,3.0,26762.0,10228.0,9761.0,223.0,29.0,5.0,109.0,26.155,77.75,10.0,12.25,0.0,0.0,0.0,2.0,2.0,1
25,13,POR,0.0,20.0,29.0,69.0,0.0,0.0,0.0,0.0,5630.0,1925.0,2101.0,0.0,0.0,0.0,2.0,21.71,96.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,163.0,199.0,82.33333333333333,0.0,0.0,6.0,2.0,39514.0,13464.0,16580.0,153.0,8.0,1.6666666666666667,138.0,27.615,82.16666666666667,8.166666666666666,9.666666666666666,0.0,1.0,1.0,2.0,2.0,118.0,143.0,82.66666666666667,1.0,1.0,3.0,1.0,27312.0,8802.0,11559.0,122.0,13.333333333333334,1.3333333333333333,78.0,27.02333333333333,77.66666666666667,11.0,11.333333333333334,0.0,0.0,0.0,1.0,2.0,90.0,120.0,74.5,13.0,8.0,2.0,5.0,29412.0,10205.0,11298.0,270.0,33.0,7.25,88.0,27.5225,84.0,8.25,7.75,0.0,0.0,0.0,1.0,3.0,-1
26,14,GHA,1.0,22.0,27.0,81.0,0.0,0.0,0.0,0.0,4427.0,1453.0,1223.0,0.0,0.0,0.0,2.0,16.88,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,200.0,77.0,3.0,0.0,3.0,3.0,29631.0,10991.0,8614.0,88.0,8.0,1.6666666666666667,106.0,28.753333333333334,84.66666666666667,7.666666666666667,7.666666666666667,0.0,0.0,0.0,0.0,0.0,233.0,297.0,77.85714285714286,10.0,5.0,4.0,7.0,56047.0,21942.0,15529.0,397.0,25.571428571428573,3.857142857142857,220.0,27.69142857142857,79.28571428571429,9.428571428571429,11.285714285714286,0.0,0.0,0.0,0.0,0.0,40.0,64.0,63.666666666666664,8.0,3.0,3.0,2.0,20469.0,7859.0,5089.0,246.0,51.0,13.333333333333334,90.0,29.123333333333335,84.66666666666667,7.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,-1
27,14,USA,2.0,35.0,51.0,69.0,0.0,0.0,0.0,0.0,4685.0,1080.0,1616.0,0.0,0.0,0.0,0.0,12.92,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,172.0,63.4,1.0,1.0,3.0,4.0,42133.0,10896.0,16986.0,66.0,4.6,1.4,140.0,27.657999999999998,83.6,8.6,7.8,0.0,0.0,0.0,0.0,0.0,103.0,154.0,68.8,3.0,2.0,9.0,5.0,47934.0,13076.0,19127.0,181.0,15.4,1.4,203.0,27.322000000000003,76.8,10.2,13.0,0.0,0.0,0.0,0.0,0.0,34.0,52.0,62.0,4.0,4.0,0.0,1.0,22226.0,6249.0,8342.0,190.0,25.333333333333332,5.0,67.0,26.28333333333333,82.66666666666667,9.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,1
28,15,ALG,1.0,14.0,33.0,42.0,0.0,0.0,0.0,0.0,3319.0,865.0,1277.0,0.0,0.0,0.0,0.0,11.27,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,142.0,64.5,1.0,0.0,3.0,3.0,41449.0,10509.0,19529.0,49.0,4.0,1.0,104.0,27.91,82.25,8.75,9.0,0.0,0.0,0.0,0.0,0.0,66.0,97.0,68.75,0.0,0.0,8.0,7.0,36248.0,9083.0,17229.0,86.0,5.25,0.75,85.0,25.490000000000002,78.0,9.75,12.25,0.0,0.0,0.0,0.0,0.0,36.0,64.0,64.4,2.0,1.0,7.0,8.0,32453.0,7945.0,14812.0,214.0,17.6,3.2,105.0,25.424,79.0,10.2,10.8,0.0,0.0,0.0,0.0,0.0,-1
