,DF_avg max speed,DF_distance in poss,DF_on-target,DF_red,DF_tackles suffered losing ball,DF_total passes,DF_yellow,FW_distance,FW_distance not in poss,FW_fouls suffered,FW_low activity,FW_on-target,FW_sprints,FW_time on opposite half,FW_total passes,FW_total shots,GK_avg max speed,GK_distance in poss,GK_fouls suffered,GK_low activity,GK_passes_succeed,GK_saves,GK_time on opposite third,GK_total passes,GK_yellow,MF_fouls suffered,MF_on-target,MF_passes accuracy,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,MF_time on opposite half,MF_time on opposite pen,MF_time on opposite third
259,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0
260,1.754999999999999,5458.0,1.0,0.0,0.0,166.0,0.0,-1086.0,-3524.0,-6.0,-0.75,0.0,15.0,-2.0,14.0,0.0,-12.03,-57.0,0.0,3.0,0.0,0.0,0.0,-4.0,0.0,7.0,1.0,7.399999999999991,0.0,0.0,0.0,9.0,-1.1999999999999995,-3.3999999999999986
261,-1.754999999999999,-5458.0,-1.0,0.0,0.0,-166.0,0.0,1086.0,3524.0,6.0,0.75,0.0,-15.0,2.0,-14.0,0.0,12.03,57.0,0.0,-3.0,0.0,0.0,0.0,4.0,0.0,-7.0,-1.0,-7.399999999999991,0.0,0.0,0.0,-9.0,1.1999999999999995,3.3999999999999986
262,-2.849499999999999,-3330.0,-1.0,0.0,0.0,-116.0,0.0,12112.0,11127.0,6.0,0.0999999999999943,2.0,94.0,59.0,40.0,3.0,-4.42,-902.0,0.0,3.0,-3.0,0.0,0.0,4.0,0.0,-6.0,-2.0,-13.80952380952381,0.0,0.0,0.0,-281.0,-1.0,-7.761904761904761
263,2.849499999999999,3330.0,1.0,0.0,0.0,116.0,0.0,-12112.0,-11127.0,-6.0,-0.0999999999999943,-2.0,-94.0,-59.0,-40.0,-3.0,4.42,902.0,0.0,-3.0,3.0,0.0,0.0,-4.0,0.0,6.0,2.0,13.80952380952381,0.0,0.0,0.0,281.0,1.0,7.761904761904761
264,-0.5599999999999987,590.0,0.0,0.0,-1.0,-26.0,2.0,-7032.0,2098.0,3.0,-5.6000000000000085,-4.0,17.0,-106.0,-25.0,-6.0,-3.7399999999999984,32.0,0.0,-1.0,26.0,3.0,0.0,28.0,0.0,-1.0,0.0,3.5,0.0,1.0,1.0,-66.0,-3.5,-6.25
265,0.5599999999999987,-590.0,0.0,0.0,1.0,26.0,-2.0,7032.0,-2098.0,-3.0,5.6000000000000085,4.0,-17.0,106.0,25.0,6.0,3.7399999999999984,-32.0,0.0,1.0,-26.0,-3.0,0.0,-28.0,0.0,1.0,0.0,-3.5,0.0,-1.0,-1.0,66.0,3.5,6.25
266,27.258,12734.0,-1.0,0.0,0.0,-12.0,0.0,13577.0,13365.0,-3.0,63.75,-3.0,127.0,245.0,-23.0,-6.0,13.5,1160.0,-1.0,95.0,7.0,0.0,0.0,12.0,0.0,-3.0,1.0,2.5,0.0,0.0,0.0,179.0,6.0,18.5
267,-27.258,-12734.0,1.0,0.0,0.0,12.0,0.0,-13577.0,-13365.0,3.0,-63.75,3.0,-127.0,-245.0,23.0,6.0,-13.5,-1160.0,1.0,-95.0,-7.0,0.0,0.0,-12.0,0.0,3.0,-1.0,-2.5,0.0,0.0,0.0,-179.0,-6.0,-18.5
268,1.821999999999996,18267.0,2.0,0.0,0.0,352.0,0.0,7217.0,-2416.0,4.0,19.5,3.0,8.0,165.0,84.0,12.0,-4.07,1121.0,0.0,1.0,-1.0,-5.0,0.0,-18.0,0.0,-3.0,-1.0,9.099999999999994,0.0,-1.0,-1.0,215.0,4.0,33.233333333333334
269,-1.821999999999996,-18267.0,-2.0,0.0,0.0,-352.0,0.0,-7217.0,2416.0,-4.0,-19.5,-3.0,-8.0,-165.0,-84.0,-12.0,4.07,-1121.0,0.0,-1.0,1.0,5.0,0.0,18.0,0.0,3.0,1.0,-9.099999999999994,0.0,1.0,1.0,-215.0,-4.0,-33.233333333333334
